symbol,side,entry_date,exit_date,entry_price,exit_price,qty,pnl_pct,pnl_dollar,exit_reason,hold_days
DVN,long,2021-01-22,2021-01-27,13.5755,13.2724,189,-0.02233,-57.28,max_hold,5
MRK,long,2021-01-22,2021-01-27,64.9372,61.8168,39,-0.04805,-121.7,max_hold,5
SLB,long,2021-01-22,2021-01-27,21.0735,19.6406,121,-0.06799,-173.37,stop_loss,5
NVDA,long,2021-01-26,2021-02-01,13.5327,13.3382,189,-0.01437,-36.75,max_hold,6
V,long,2021-01-26,2021-02-01,193.8696,192.8023,13,-0.00551,-13.87,max_hold,6
GS,long,2021-01-26,2021-02-01,249.8343,244.6532,10,-0.02074,-51.81,max_hold,6
UNH,long,2021-01-26,2021-02-01,318.9247,306.4165,8,-0.03922,-100.07,max_hold,6
COP,long,2021-01-27,2021-02-01,33.7301,34.1651,75,0.0129,32.62,max_hold,5
ABBV,long,2021-01-27,2021-02-01,87.0936,84.2232,29,-0.03296,-83.24,max_hold,5
SLB,long,2021-01-28,2021-02-02,19.6603,20.1556,127,0.02519,62.91,max_hold,5
DVN,long,2021-01-28,2021-02-02,13.2857,13.0895,189,-0.01476,-37.07,max_hold,5
BAC,long,2021-01-28,2021-02-02,26.6825,27.0852,94,0.01509,37.85,max_hold,5
AMD,long,2021-01-28,2021-02-02,89.8749,88.5557,27,-0.01468,-35.62,max_hold,5
MSFT,short,2021-01-28,2021-02-02,224.9623,228.9722,11,-0.01782,-44.11,max_hold,5
JNJ,short,2021-01-28,2021-02-02,144.2546,138.1662,17,0.04221,103.5,max_hold,5
COP,long,2021-02-02,2021-02-08,34.1992,38.005,73,0.11128,277.82,max_hold,6
MRK,long,2021-02-02,2021-02-08,62.4486,60.2288,40,-0.03555,-88.79,max_hold,6
DVN,long,2021-02-03,2021-02-08,13.1026,14.4381,193,0.10192,257.75,max_hold,5
SLB,long,2021-02-03,2021-02-08,20.1758,22.8638,125,0.13323,336.0,max_hold,5
NVDA,long,2021-02-03,2021-02-08,13.588,14.276,186,0.05063,127.97,max_hold,5
AMD,long,2021-02-04,2021-02-09,88.2641,91.4543,28,0.03614,89.32,max_hold,5
TSLA,long,2021-02-04,2021-02-09,285.1425,281.0727,8,-0.01427,-32.56,max_hold,5
UNH,long,2021-02-05,2021-02-10,302.1827,304.5077,8,0.00769,18.6,max_hold,5
WMT,long,2021-02-05,2021-02-10,44.5242,44.6906,57,0.00374,9.48,max_hold,5
DVN,long,2021-02-09,2021-02-16,14.4525,15.7333,178,0.08862,227.98,max_hold,7
MRK,long,2021-02-09,2021-02-16,60.2891,59.7156,42,-0.00951,-24.09,max_hold,7
QCOM,long,2021-02-09,2021-02-16,131.2206,129.5524,19,-0.01271,-31.69,max_hold,7
SLB,long,2021-02-10,2021-02-16,23.3221,24.2199,110,0.03849,98.76,max_hold,6
TSLA,long,2021-02-10,2021-02-16,281.3539,259.5668,9,-0.07744,-196.08,max_hold,6
NVDA,long,2021-02-10,2021-02-16,14.4123,15.1025,178,0.04789,122.85,max_hold,6
ABBV,long,2021-02-10,2021-02-16,86.8478,85.7131,29,-0.01307,-32.91,max_hold,6
MA,long,2021-02-10,2021-02-16,325.1753,328.7679,7,0.01105,25.15,max_hold,6
QCOM,long,2021-02-17,2021-02-22,129.6821,121.1656,19,-0.06567,-161.81,max_hold,5
TSLA,long,2021-02-17,2021-02-22,259.8265,220.5997,9,-0.15097,-353.04,stop_loss,5
AAPL,long,2021-02-17,2021-02-22,127.7831,120.3705,20,-0.05801,-148.25,max_hold,5
MRK,long,2021-02-17,2021-02-22,59.7753,60.3812,43,0.01014,26.05,max_hold,5
ADBE,short,2021-02-17,2021-02-22,495.1623,461.2505,5,0.06849,169.56,max_hold,5
DVN,long,2021-02-19,2021-02-24,15.7338,17.0591,164,0.08423,217.34,max_hold,5
ABBV,long,2021-02-22,2021-03-01,85.7661,89.1105,30,0.03899,100.33,max_hold,7
WMT,long,2021-02-22,2021-03-01,42.749,40.7746,60,-0.04618,-118.46,max_hold,7
JPM,short,2021-02-22,2021-03-01,128.6148,131.5572,20,-0.02288,-58.85,max_hold,7
TSLA,long,2021-02-23,2021-03-01,220.8204,239.307,11,0.08372,203.35,max_hold,6
QCOM,long,2021-02-23,2021-03-01,121.2868,124.3817,21,0.02552,64.99,max_hold,6
AAPL,long,2021-02-23,2021-03-01,120.491,124.8932,21,0.03654,92.45,max_hold,6
MRK,long,2021-02-24,2021-03-01,60.0483,58.4164,42,-0.02718,-68.54,max_hold,5
HD,long,2021-02-25,2021-03-02,226.8502,226.2134,11,-0.00281,-7.0,max_hold,5
COST,long,2021-02-25,2021-03-02,322.3932,310.0897,8,-0.03816,-98.43,max_hold,5
DVN,long,2021-02-26,2021-03-03,16.0313,17.4705,160,0.08978,230.27,max_hold,5
NVDA,long,2021-03-02,2021-03-03,13.8511,12.7429,187,-0.08,-207.22,stop_loss,1
TSLA,long,2021-03-02,2021-03-03,239.5464,218.4907,10,-0.0879,-210.56,stop_loss,1
CRM,long,2021-03-02,2021-03-08,214.7932,208.4673,12,-0.02945,-75.91,max_hold,6
WMT,long,2021-03-02,2021-03-08,40.8154,39.9344,63,-0.02159,-55.5,max_hold,6
NVDA,long,2021-03-04,2021-03-08,12.7557,12.0796,201,-0.053,-135.89,stop_loss,4
AMD,long,2021-03-04,2021-03-08,80.2701,76.6916,31,-0.04458,-110.93,stop_loss,4
COST,long,2021-03-05,2021-03-10,298.2552,312.2063,8,0.04678,111.61,max_hold,5
AMD,long,2021-03-09,2021-03-15,76.7684,83.6182,33,0.08923,226.04,max_hold,6
NVDA,long,2021-03-09,2021-03-15,12.0917,13.3008,211,0.09999,255.11,max_hold,6
TSLA,long,2021-03-09,2021-03-15,202.828,234.3328,12,0.15533,378.06,max_hold,6
DVN,long,2021-03-11,2021-03-16,18.4566,18.0483,139,-0.02212,-56.74,max_hold,5
JNJ,long,2021-03-12,2021-03-17,137.5938,138.2589,18,0.00483,11.97,max_hold,5
WMT,long,2021-03-12,2021-03-17,41.1289,40.8359,63,-0.00712,-18.46,max_hold,5
NVDA,long,2021-03-16,2021-03-22,13.3141,13.1989,196,-0.00865,-22.57,max_hold,6
AMD,long,2021-03-16,2021-03-22,83.7018,80.0899,31,-0.04315,-111.97,max_hold,6
LLY,long,2021-03-17,2021-03-22,180.2803,175.9424,14,-0.02406,-60.73,max_hold,5
DVN,long,2021-03-17,2021-03-22,18.0664,16.7371,144,-0.07358,-191.41,max_hold,5
SLB,long,2021-03-17,2021-03-22,24.8514,24.0683,104,-0.03151,-81.44,max_hold,5
MRK,long,2021-03-18,2021-03-23,62.5681,61.5428,41,-0.01639,-42.04,max_hold,5
GOOGL,long,2021-03-19,2021-03-24,100.6448,100.5105,25,-0.00133,-3.36,max_hold,5
COP,long,2021-03-19,2021-03-24,44.2651,43.2002,58,-0.02406,-61.76,max_hold,5
MA,long,2021-03-22,2021-03-29,345.5011,349.8491,7,0.01258,30.44,max_hold,7
NVDA,long,2021-03-23,2021-03-29,13.2121,12.7884,195,-0.03207,-82.63,max_hold,6
DVN,long,2021-03-23,2021-03-29,16.7539,16.5906,153,-0.00975,-24.98,max_hold,6
AMD,long,2021-03-23,2021-03-29,80.1701,76.4318,32,-0.04663,-119.63,max_hold,6
XOM,long,2021-03-23,2021-03-29,45.0799,46.6087,57,0.03391,87.14,max_hold,6
SLB,long,2021-03-26,2021-03-31,24.8603,24.4876,103,-0.01499,-38.39,max_hold,5
AVGO,long,2021-03-26,2021-03-31,41.2695,42.6213,62,0.03276,83.82,max_hold,5
GS,long,2021-03-29,2021-04-05,282.988,286.3586,9,0.01191,30.34,max_hold,7
NVDA,long,2021-03-30,2021-04-05,12.8012,13.9413,201,0.08906,229.17,max_hold,6
DVN,long,2021-03-30,2021-04-05,16.6072,17.5547,154,0.05706,145.92,max_hold,6
AMD,long,2021-03-30,2021-04-05,76.5082,81.1694,33,0.06092,153.82,max_hold,6
V,long,2021-03-31,2021-04-05,204.5548,209.2247,12,0.02283,56.04,max_hold,5
JNJ,long,2021-04-01,2021-04-06,140.4618,141.1412,18,0.00484,12.23,max_hold,5
XOM,long,2021-04-01,2021-04-06,46.2122,46.2234,55,0.00024,0.62,max_hold,5
SLB,long,2021-04-01,2021-04-06,24.5121,24.5411,105,0.00118,3.05,max_hold,5
MA,long,2021-04-01,2021-04-06,346.5688,357.9559,7,0.03286,79.71,max_hold,5
UNH,long,2021-04-01,2021-04-06,339.8633,332.2168,7,-0.0225,-53.53,max_hold,5
CVX,long,2021-04-06,2021-04-12,83.9288,81.6814,31,-0.02678,-69.67,max_hold,6
GS,long,2021-04-06,2021-04-12,286.6451,290.7887,9,0.01446,37.29,max_hold,6
NVDA,long,2021-04-06,2021-04-12,13.9553,15.1679,186,0.0869,225.55,max_hold,6
MRK,long,2021-04-06,2021-04-12,62.2846,61.4619,41,-0.01321,-33.73,max_hold,6
AMD,long,2021-04-06,2021-04-12,81.2506,79.6302,32,-0.01994,-51.85,max_hold,6
DVN,long,2021-04-07,2021-04-12,17.6186,16.8451,147,-0.0439,-113.7,max_hold,5
ABBV,long,2021-04-07,2021-04-12,86.479,88.4392,30,0.02267,58.81,max_hold,5
JNJ,long,2021-04-07,2021-04-12,141.2824,135.3679,18,-0.04186,-106.46,max_hold,5
XOM,long,2021-04-07,2021-04-12,46.2697,45.33,56,-0.02031,-52.63,max_hold,5
TSLA,long,2021-04-08,2021-04-13,225.9062,256.7715,11,0.13663,339.52,max_hold,5
DVN,long,2021-04-13,2021-04-19,16.862,16.8451,154,-0.001,-2.6,max_hold,6
AMD,long,2021-04-13,2021-04-19,79.7098,80.7796,32,0.01342,34.23,max_hold,6
CVX,long,2021-04-13,2021-04-19,81.7632,82.7029,31,0.01149,29.13,max_hold,6
SLB,long,2021-04-13,2021-04-19,23.4316,23.3368,111,-0.00405,-10.52,max_hold,6
QCOM,long,2021-04-15,2021-04-20,121.5252,118.5651,21,-0.02436,-62.16,max_hold,5
META,long,2021-04-15,2021-04-20,303.8251,299.1718,8,-0.01532,-37.23,max_hold,5
BAC,long,2021-04-16,2021-04-21,34.6515,34.1237,75,-0.01523,-39.58,max_hold,5
NVDA,long,2021-04-20,2021-04-26,15.2746,15.5135,171,0.01564,40.85,max_hold,6
DVN,long,2021-04-20,2021-04-26,16.862,16.9299,155,0.00403,10.54,max_hold,6
SLB,long,2021-04-20,2021-04-26,23.3601,23.5509,111,0.00817,21.17,max_hold,6
COP,long,2021-04-20,2021-04-26,41.9476,41.8559,62,-0.00219,-5.69,max_hold,6
JPM,long,2021-04-21,2021-04-26,130.3129,132.5698,19,0.01732,42.88,max_hold,5
AVGO,long,2021-04-21,2021-04-26,41.1411,42.7685,62,0.03956,100.9,max_hold,5
QCOM,long,2021-04-21,2021-04-26,118.6837,123.8229,21,0.0433,107.92,max_hold,5
BAC,long,2021-04-22,2021-04-27,34.1579,35.1629,76,0.02942,76.38,max_hold,5
DVN,long,2021-04-27,2021-05-03,16.9469,18.3106,155,0.08047,211.37,max_hold,6
COST,long,2021-04-27,2021-05-03,348.234,358.9148,7,0.03067,74.77,max_hold,6
SLB,long,2021-04-27,2021-05-03,23.5744,25.1923,111,0.06863,179.58,max_hold,6
UNH,long,2021-04-28,2021-05-03,360.8468,369.8819,7,0.02504,63.25,max_hold,5
NVDA,long,2021-04-28,2021-05-03,15.3157,14.5762,171,-0.04829,-126.46,max_hold,5
TSLA,long,2021-04-29,2021-05-04,233.2866,226.9065,11,-0.02735,-70.18,max_hold,5
MSFT,long,2021-04-29,2021-05-04,244.7216,238.3522,10,-0.02603,-63.69,max_hold,5
MRK,long,2021-04-30,2021-05-05,59.5879,62.6512,44,0.05141,134.78,max_hold,5
MA,long,2021-04-30,2021-05-05,372.0727,360.3224,7,-0.03158,-82.25,max_hold,5
AMD,long,2021-05-04,2021-05-10,77.989,73.5332,33,-0.05713,-147.04,max_hold,6
DVN,long,2021-05-04,2021-05-10,18.3289,19.4521,144,0.06128,161.74,max_hold,6
TSLA,long,2021-05-05,2021-05-10,227.1335,199.6468,11,-0.12102,-302.35,stop_loss,5
NVDA,long,2021-05-05,2021-05-10,14.6623,13.7673,180,-0.06104,-161.09,max_hold,5
TSLA,long,2021-05-11,2021-05-17,199.8465,189.2387,13,-0.05308,-137.9,max_hold,6
QCOM,long,2021-05-11,2021-05-17,111.9194,116.619,23,0.04199,108.09,max_hold,6
ADBE,long,2021-05-11,2021-05-17,471.2655,484.3877,5,0.02784,65.61,max_hold,6
DVN,long,2021-05-11,2021-05-17,19.4715,21.1027,134,0.08377,218.57,max_hold,6
HD,long,2021-05-13,2021-05-18,280.3415,273.9157,9,-0.02292,-57.83,max_hold,5
DVN,long,2021-05-18,2021-05-19,21.1238,19.4135,124,-0.08096,-212.07,stop_loss,1
TSLA,long,2021-05-18,2021-05-24,189.428,202.3354,13,0.06814,167.8,max_hold,6
AVGO,long,2021-05-18,2021-05-24,40.1199,41.7031,65,0.03946,102.91,max_hold,6
CVX,long,2021-05-20,2021-05-25,83.9946,85.0911,31,0.01305,33.99,max_hold,5
DVN,long,2021-05-20,2021-05-25,19.4329,19.9303,134,0.02559,66.64,max_hold,5
AMZN,long,2021-05-24,2021-06-01,160.8554,161.0744,16,0.00136,3.5,max_hold,8
CVX,long,2021-05-26,2021-06-01,85.1762,87.281,31,0.02471,65.25,max_hold,6
DVN,long,2021-05-26,2021-06-01,19.9502,23.4011,132,0.17297,455.52,max_hold,6
TSLA,long,2021-05-26,2021-06-01,202.6213,206.6067,13,0.01967,51.81,max_hold,6
XOM,long,2021-05-26,2021-06-01,48.4922,50.5228,54,0.04188,109.66,max_hold,6
MRK,long,2021-05-26,2021-06-01,62.8029,60.9279,42,-0.02986,-78.75,max_hold,6
AAPL,long,2021-05-28,2021-06-02,122.4608,121.4713,21,-0.00808,-20.78,max_hold,5
ADBE,long,2021-06-04,2021-06-07,498.9794,510.8944,5,0.02388,59.58,signal_fade,3
HD,long,2021-06-07,2021-06-14,274.8501,272.4838,9,-0.00861,-21.3,max_hold,7
MRK,long,2021-06-08,2021-06-14,61.9134,64.5638,43,0.04281,113.97,max_hold,6
DVN,long,2021-06-10,2021-06-15,23.5944,22.8401,113,-0.03197,-85.24,max_hold,5
BAC,long,2021-06-11,2021-06-16,37.0104,37.1591,72,0.00402,10.71,max_hold,5
GS,long,2021-06-11,2021-06-16,333.0035,330.7404,8,-0.0068,-18.1,max_hold,5
SLB,long,2021-06-15,2021-06-18,30.5364,28.4369,87,-0.06875,-182.66,stop_loss,3
JPM,long,2021-06-15,2021-06-21,138.1692,132.6579,19,-0.03989,-104.72,max_hold,6
WMT,long,2021-06-15,2021-06-21,44.066,42.581,60,-0.0337,-89.1,max_hold,6
AVGO,long,2021-06-16,2021-06-21,42.5013,42.4554,62,-0.00108,-2.85,max_hold,5
DVN,long,2021-06-18,2021-06-23,20.9726,22.7152,126,0.08309,219.56,max_hold,5
BAC,long,2021-06-18,2021-06-23,34.5318,35.7619,77,0.03562,94.71,max_hold,5
SLB,long,2021-06-21,2021-06-28,28.4654,28.9116,93,0.01568,41.5,max_hold,7
CVX,long,2021-06-21,2021-06-28,84.8339,85.1481,31,0.0037,9.74,max_hold,7
AMZN,short,2021-06-21,2021-06-28,173.7341,172.027,15,0.00983,25.61,max_hold,7
DVN,long,2021-06-24,2021-06-29,22.7379,22.1846,117,-0.02434,-64.74,max_hold,5
BAC,long,2021-06-24,2021-06-29,35.7977,36.0449,74,0.00691,18.29,max_hold,5
WMT,long,2021-06-24,2021-06-29,42.6048,43.6218,62,0.02387,63.05,max_hold,5
LLY,long,2021-06-28,2021-07-06,218.556,223.7531,12,0.02378,62.37,max_hold,8
SLB,long,2021-06-29,2021-07-06,28.9406,27.8727,92,-0.0369,-98.25,max_hold,7
DVN,long,2021-06-30,2021-07-06,22.2068,21.9973,120,-0.00943,-25.14,max_hold,6
BAC,long,2021-06-30,2021-07-06,36.0809,34.9925,74,-0.03017,-80.54,max_hold,6
WMT,long,2021-06-30,2021-07-06,43.6655,43.6843,61,0.00043,1.15,max_hold,6
MSFT,short,2021-06-30,2021-07-06,259.6504,268.2733,10,-0.03321,-86.23,max_hold,6
DVN,long,2021-07-07,2021-07-12,22.0193,22.2314,120,0.00963,25.45,max_hold,5
SLB,long,2021-07-07,2021-07-12,27.9006,27.6936,95,-0.00742,-19.67,max_hold,5
XOM,long,2021-07-07,2021-07-12,50.9313,50.7307,52,-0.00394,-10.43,max_hold,5
BAC,long,2021-07-07,2021-07-12,35.0275,35.7972,76,0.02198,58.5,max_hold,5
AAPL,short,2021-07-07,2021-07-12,139.8459,140.4637,19,-0.00442,-11.74,max_hold,5
MSFT,short,2021-07-07,2021-07-12,268.0052,266.4681,9,0.00574,13.83,max_hold,5
GS,long,2021-07-08,2021-07-13,318.8129,335.3713,8,0.05194,132.47,max_hold,5
TSLA,long,2021-07-08,2021-07-13,209.5614,223.4715,12,0.06638,166.92,max_hold,5
JPM,long,2021-07-09,2021-07-14,135.7285,136.3459,19,0.00455,11.73,max_hold,5
AMZN,short,2021-07-09,2021-07-14,186.0329,184.8024,14,0.00661,17.23,max_hold,5
SLB,long,2021-07-13,2021-07-15,27.7213,26.0903,97,-0.05883,-158.2,stop_loss,2
DVN,long,2021-07-13,2021-07-16,22.2536,19.1881,120,-0.13775,-367.86,stop_loss,3
NVDA,long,2021-07-15,2021-07-16,19.7533,17.8446,134,-0.09663,-255.77,stop_loss,1
COST,short,2021-07-12,2021-07-19,392.0668,392.4211,6,-0.0009,-2.13,max_hold,7
COP,long,2021-07-13,2021-07-19,49.7996,44.7406,54,-0.10159,-273.19,stop_loss,6
BAC,long,2021-07-13,2021-07-19,35.8331,32.596,75,-0.09034,-242.78,stop_loss,6
SLB,long,2021-07-16,2021-07-19,26.1164,23.9139,101,-0.08434,-222.46,stop_loss,3
TSLA,long,2021-07-15,2021-07-20,219.5731,219.7601,12,0.00085,2.24,max_hold,5
AAPL,short,2021-07-15,2021-07-20,145.3993,141.9266,18,0.02388,62.51,max_hold,5
MA,short,2021-07-15,2021-07-20,379.2149,365.8657,7,0.0352,93.44,max_hold,5
V,short,2021-07-16,2021-07-21,240.6951,234.9508,11,0.02387,63.19,max_hold,5
DVN,long,2021-07-19,2021-07-26,19.2073,20.4991,136,0.06725,175.68,max_hold,7
NVDA,long,2021-07-19,2021-07-26,17.8624,19.189,146,0.07427,193.68,max_hold,7
AVGO,long,2021-07-19,2021-07-26,42.2155,43.7457,62,0.03625,94.87,max_hold,7
COP,long,2021-07-20,2021-07-26,44.7854,47.3242,58,0.05669,147.25,max_hold,6
SLB,long,2021-07-20,2021-07-26,23.9378,26.0008,109,0.08618,224.86,max_hold,6
BAC,long,2021-07-20,2021-07-26,32.6286,33.3565,80,0.02231,58.23,max_hold,6
JPM,long,2021-07-20,2021-07-26,129.9376,133.2451,20,0.02545,66.15,max_hold,6
GS,long,2021-07-20,2021-07-26,312.2362,329.8371,8,0.05637,140.81,max_hold,6
TSLA,long,2021-07-22,2021-07-27,218.9227,215.5588,12,-0.01537,-40.37,max_hold,5
TSLA,long,2021-07-28,2021-07-30,215.7745,233.2167,12,0.08084,209.31,signal_fade,2
DVN,long,2021-07-27,2021-08-02,20.5196,19.711,130,-0.03941,-105.12,max_hold,6
BAC,long,2021-07-27,2021-08-02,33.3899,33.6572,80,0.00801,21.38,max_hold,6
NVDA,long,2021-07-27,2021-08-02,19.2082,19.6621,139,0.02363,63.1,max_hold,6
SLB,long,2021-07-27,2021-08-02,26.0268,25.3559,102,-0.02578,-68.43,max_hold,6
MRK,long,2021-07-27,2021-08-02,66.0579,65.2992,40,-0.01149,-30.35,max_hold,6
XOM,long,2021-07-28,2021-08-02,48.284,47.8782,55,-0.00841,-22.32,max_hold,5
LLY,short,2021-07-29,2021-08-03,235.9761,244.3247,11,-0.03538,-91.83,max_hold,5
DVN,long,2021-08-03,2021-08-09,19.7307,20.9595,135,0.06228,165.89,max_hold,6
BAC,long,2021-08-03,2021-08-09,33.6909,36.0006,79,0.06856,182.47,max_hold,6
SLB,long,2021-08-03,2021-08-09,25.3813,25.2484,105,-0.00523,-13.95,max_hold,6
COP,long,2021-08-03,2021-08-09,46.469,47.0629,57,0.01278,33.86,max_hold,6
V,long,2021-08-04,2021-08-09,228.4164,231.5675,11,0.0138,34.66,max_hold,5
MA,long,2021-08-04,2021-08-09,357.3522,361.8647,7,0.01263,31.59,max_hold,5
LLY,short,2021-08-05,2021-08-10,251.0214,257.2948,10,-0.02499,-62.73,max_hold,5
AMZN,long,2021-08-06,2021-08-11,168.8344,164.4178,15,-0.02616,-66.25,max_hold,5
COST,short,2021-08-06,2021-08-11,420.02,420.6968,6,-0.00161,-4.06,max_hold,5
GS,short,2021-08-09,2021-08-16,351.1681,357.9455,7,-0.0193,-47.44,max_hold,7
DVN,long,2021-08-10,2021-08-16,20.9804,20.9907,128,0.00049,1.31,max_hold,6
SLB,long,2021-08-10,2021-08-16,25.2737,24.6125,106,-0.02616,-70.08,max_hold,6
CVX,long,2021-08-10,2021-08-16,82.0958,81.5741,32,-0.00635,-16.69,max_hold,6
NVDA,long,2021-08-11,2021-08-16,19.9839,19.6073,134,-0.01884,-50.46,max_hold,5
V,long,2021-08-12,2021-08-17,225.7263,225.5296,11,-0.00087,-2.16,max_hold,5
AMZN,long,2021-08-12,2021-08-17,164.5822,162.0185,16,-0.01558,-41.02,max_hold,5
MA,long,2021-08-13,2021-08-18,352.468,346.9057,7,-0.01578,-38.94,max_hold,5
SLB,long,2021-08-17,2021-08-23,24.6371,24.8006,108,0.00664,17.65,max_hold,6
COP,long,2021-08-17,2021-08-23,45.8954,46.4984,58,0.01314,34.97,max_hold,6
TSLA,long,2021-08-17,2021-08-23,224.3321,236.7749,11,0.05547,136.87,max_hold,6
XOM,long,2021-08-17,2021-08-23,46.9021,46.678,57,-0.00478,-12.78,max_hold,6
NVDA,long,2021-08-17,2021-08-23,19.627,21.6672,136,0.10395,277.47,max_hold,6
V,long,2021-08-18,2021-08-23,225.7552,226.6095,11,0.00378,9.4,max_hold,5
AMZN,long,2021-08-18,2021-08-23,162.1806,163.918,16,0.01071,27.8,max_hold,5
BAC,long,2021-08-20,2021-08-25,35.4878,37.5836,74,0.05905,155.08,max_hold,5
UNH,short,2021-08-23,2021-08-30,394.1986,382.1656,6,0.03053,72.2,max_hold,7
CRM,short,2021-08-24,2021-08-30,257.337,260.3974,10,-0.01189,-30.6,max_hold,6
AMD,long,2021-08-25,2021-08-30,108.1841,111.2044,24,0.02792,72.49,max_hold,5
XOM,long,2021-08-25,2021-08-30,46.6824,46.374,57,-0.00661,-17.58,max_hold,5
DVN,long,2021-08-25,2021-08-30,22.3786,23.1444,120,0.03422,91.89,max_hold,5
SLB,long,2021-08-25,2021-08-30,25.3006,25.1536,106,-0.00581,-15.58,max_hold,5
LLY,long,2021-08-25,2021-08-30,251.6052,251.4111,10,-0.00077,-1.94,max_hold,5
MA,long,2021-08-26,2021-08-31,348.3231,337.6523,7,-0.03063,-74.7,max_hold,5
WMT,long,2021-08-27,2021-09-01,46.3227,46.4678,58,0.00313,8.41,max_hold,5
MRK,long,2021-08-30,2021-09-07,65.3132,64.9657,41,-0.00532,-14.25,max_hold,8
XOM,long,2021-08-31,2021-09-07,46.4204,46.2559,58,-0.00355,-9.55,max_hold,7
SLB,long,2021-08-31,2021-09-07,25.1788,25.1536,107,-0.001,-2.69,max_hold,7
COP,long,2021-08-31,2021-09-07,47.0257,47.459,57,0.00921,24.7,max_hold,7
META,short,2021-08-31,2021-09-07,376.4542,377.0391,7,-0.00155,-4.09,max_hold,7
MA,long,2021-09-01,2021-09-07,337.9901,335.339,8,-0.00784,-21.21,max_hold,6
BAC,long,2021-09-02,2021-09-07,36.5772,36.514,73,-0.00173,-4.62,max_hold,5
ABBV,long,2021-09-02,2021-09-07,95.2326,90.5376,28,-0.0493,-131.46,max_hold,5
ABBV,long,2021-09-08,2021-09-13,90.6282,90.479,29,-0.00165,-4.33,max_hold,5
LLY,long,2021-09-08,2021-09-13,243.773,228.3399,11,-0.06331,-169.76,max_hold,5
XOM,long,2021-09-08,2021-09-13,46.3021,47.0157,58,0.01541,41.39,max_hold,5
WMT,long,2021-09-08,2021-09-13,46.1469,45.6396,58,-0.01099,-29.42,max_hold,5
SLB,long,2021-09-08,2021-09-13,25.1788,25.6124,107,0.01722,46.4,max_hold,5
DVN,long,2021-09-09,2021-09-14,21.8787,22.9545,123,0.04917,132.32,max_hold,5
MSFT,short,2021-09-13,2021-09-20,285.9613,284.4582,9,0.00526,13.53,max_hold,7
LLY,long,2021-09-14,2021-09-20,228.5683,221.9695,11,-0.02887,-72.59,max_hold,6
AMD,long,2021-09-14,2021-09-20,105.5728,102.0989,25,-0.0329,-86.85,max_hold,6
DVN,long,2021-09-15,2021-09-20,22.9775,22.883,117,-0.00411,-11.05,max_hold,5
XOM,long,2021-09-15,2021-09-20,46.7923,45.9013,57,-0.01904,-50.79,max_hold,5
ABBV,long,2021-09-15,2021-09-20,89.3953,89.0211,30,-0.00419,-11.23,max_hold,5
SLB,long,2021-09-15,2021-09-20,25.3949,24.8387,106,-0.0219,-58.95,max_hold,5
DVN,long,2021-09-21,2021-09-27,22.9059,28.2108,117,0.23159,620.67,max_hold,6
BAC,long,2021-09-21,2021-09-27,34.9401,38.6028,76,0.10483,278.37,max_hold,6
SLB,long,2021-09-21,2021-09-27,24.8636,27.7175,108,0.11478,308.23,max_hold,6
