period,train_start,train_end,test_start,test_end,train_accuracy,test_accuracy,accuracy_drop,test_return,buy_hold_return,excess_return,max_drawdown,sharpe_ratio,num_trades,win_rate
131,1991-12-10,1992-12-07,1992-12-08,1993-03-09,1.0,0.5396825396825397,0.46031746031746035,7.096910233567977,-2.152734113891286,9.249644347459263,-5.376379513109932,1.6500163110759911,3,100.0
132,1992-01-10,1993-01-07,1993-01-08,1993-04-07,1.0,0.5714285714285714,0.4285714285714286,-6.122340377491331,-18.69861270002825,12.57627232253692,-7.869011717856083,-2.2835901957393,4,0.0
133,1992-02-10,1993-02-05,1993-02-08,1993-05-07,1.0,0.5238095238095238,0.47619047619047616,-0.9246012176609142,-2.8860278775487247,1.9614266598878105,-6.373898508759702,-0.30472996891931825,4,50.0
134,1992-03-11,1993-03-09,1993-03-10,1993-06-08,1.0,0.4444444444444444,0.5555555555555556,-9.340193888025494,-12.592952994959761,3.252759106934267,-17.07073302085905,-1.372761697125296,11,40.0
135,1992-04-09,1993-04-07,1993-04-08,1993-07-08,1.0,0.47619047619047616,0.5238095238095238,-28.078780197398977,-26.479683179151582,-1.5990970182473951,-28.078780197398974,-3.9641684581849685,1,0.0
136,1992-05-11,1993-05-07,1993-05-10,1993-08-06,1.0,0.5238095238095238,0.47619047619047616,-39.74458820651324,-46.706897573286795,6.962309366773553,-50.58164282712298,-2.88547708406652,3,100.0
137,1992-06-10,1993-06-08,1993-06-09,1993-09-07,1.0,0.4603174603174603,0.5396825396825398,-37.224912627202436,-40.41683881032836,3.191926183125922,-39.349005198535664,-2.7834286788712954,1,0.0
138,1992-07-10,1993-07-08,1993-07-09,1993-10-06,1.0,0.4603174603174603,0.5396825396825398,-30.706656114109787,-35.43119148529231,4.724535371182522,-35.46825986517729,-2.1703117747137304,3,0.0
139,1992-08-10,1993-08-06,1993-08-09,1993-11-04,1.0,0.4603174603174603,0.5396825396825398,2.1280786792108763,8.880289560845211,-6.752210881634335,-23.614852812819272,0.408324787639122,2,100.0
140,1992-09-09,1993-09-07,1993-09-08,1993-12-06,1.0,0.49206349206349204,0.5079365079365079,20.519487918406078,20.993903739185484,-0.4744158207794058,-15.42045975400968,1.6423913936767158,3,100.0
141,1992-10-08,1993-10-06,1993-10-07,1994-01-05,1.0,0.5873015873015873,0.4126984126984127,0.0,47.26640846792467,-47.26640846792467,0.0,0.0,0,0.0
142,1992-11-06,1993-11-04,1993-11-05,1994-02-03,1.0,0.5555555555555556,0.4444444444444444,-1.5685366822775215,5.475737156521165,-7.044273838798687,-5.490224233305726,-0.5819022773495786,2,0.0
143,1992-12-08,1993-12-06,1993-12-07,1994-03-07,1.0,0.5555555555555556,0.4444444444444444,28.89301782550784,17.864202201462987,11.028815624044853,-1.6805730973743813,3.5786506204544466,4,100.0
144,1993-01-08,1994-01-05,1994-01-06,1994-04-06,1.0,0.6190476190476191,0.38095238095238093,15.351351419882487,2.657467617668474,12.693883802214014,-0.4255237231033607,2.5207174541150428,4,100.0
145,1993-02-08,1994-02-03,1994-02-04,1994-05-06,1.0,0.6349206349206349,0.3650793650793651,4.708516545701191,-3.1982598951854513,7.9067764408866426,-2.0660119578422402,1.7311779641487117,6,66.66666666666666
146,1993-03-10,1994-03-07,1994-03-08,1994-06-07,1.0,0.6031746031746031,0.39682539682539686,11.306676944593086,-25.38208118482226,36.68875812941535,-4.274878176030473,2.342762127319733,12,66.66666666666666
147,1993-04-08,1994-04-06,1994-04-07,1994-07-07,1.0,0.5396825396825397,0.46031746031746035,10.245382045032203,-19.345794296036935,29.591176341069136,-6.61152101976073,1.9015116836416575,8,50.0
148,1993-05-10,1994-05-06,1994-05-09,1994-08-05,1.0,0.5396825396825397,0.46031746031746035,1.9383843894291264,6.820064506454515,-4.881680117025389,-10.580478427467753,0.46157069232576087,4,50.0
149,1993-06-09,1994-06-07,1994-06-08,1994-09-06,1.0,0.5079365079365079,0.4920634920634921,3.349063219769821,36.59578364856857,-33.24672042879875,0.0,2.016064515096746,2,100.0
150,1993-07-09,1994-07-07,1994-07-08,1994-10-05,1.0,0.5396825396825397,0.46031746031746035,23.15471433477949,40.439038167754404,-17.284323832974913,-3.5790406991728987,3.1279832262104854,4,100.0
151,1993-08-09,1994-08-05,1994-08-08,1994-11-03,1.0,0.5396825396825397,0.46031746031746035,0.0,23.389093419304906,-23.389093419304906,0.0,0.0,0,0.0
152,1993-09-08,1994-09-06,1994-09-07,1994-12-05,1.0,0.5555555555555556,0.4444444444444444,-6.747552652487299,3.2506473481587195,-9.998200000646019,-7.3884324928970475,-2.5622806074594897,2,0.0
153,1993-10-07,1994-10-05,1994-10-06,1995-01-05,1.0,0.5079365079365079,0.4920634920634921,0.0,7.563856139589054,-7.563856139589054,0.0,0.0,0,0.0
154,1993-11-05,1994-11-03,1994-11-04,1995-02-03,1.0,0.5396825396825397,0.46031746031746035,-3.5081199644466543,0.6112827389963327,-4.1194027034429865,-5.882259933649438,-1.8076159378529144,4,50.0
155,1993-12-07,1994-12-05,1994-12-06,1995-03-07,1.0,0.6190476190476191,0.38095238095238093,0.38021385282256404,2.277241131234087,-1.8970272784115227,-5.530414888644229,0.17475348795330514,4,50.0
156,1994-01-06,1995-01-05,1995-01-06,1995-04-05,1.0,0.6349206349206349,0.3650793650793651,1.4849951385576876,-17.03436521864714,18.519360357204825,-11.00178245924719,0.36946483547586334,3,100.0
157,1994-02-04,1995-02-03,1995-02-06,1995-05-05,1.0,0.5238095238095238,0.47619047619047616,19.658761868796383,-3.7484901416676486,23.40725201046403,-4.577471415667537,3.6621970768420895,7,100.0
158,1994-03-08,1995-03-07,1995-03-08,1995-06-06,1.0,0.6349206349206349,0.3650793650793651,16.263499273570382,11.52471904192569,4.738780231644691,-4.577471415667534,3.119362368509195,4,100.0
159,1994-04-07,1995-04-05,1995-04-06,1995-07-06,1.0,0.5714285714285714,0.4285714285714286,7.142990006722294,28.245912093879298,-21.102922087157005,0.0,3.0529528781043136,2,100.0
160,1994-05-09,1995-05-05,1995-05-08,1995-08-04,1.0,0.5396825396825397,0.46031746031746035,0.0,9.562278945473835,-9.562278945473835,0.0,0.0,0,0.0
161,1994-06-08,1995-06-06,1995-06-07,1995-09-05,1.0,0.4603174603174603,0.5396825396825398,0.0,1.14484060333222,-1.14484060333222,0.0,0.0,0,0.0
162,1994-07-08,1995-07-06,1995-07-07,1995-10-04,1.0,0.5079365079365079,0.4920634920634921,-24.988590909650355,-24.988590909650355,0.0,-26.585713269097567,-2.6451542189705926,1,0.0
163,1994-08-08,1995-08-04,1995-08-07,1995-11-02,1.0,0.5714285714285714,0.4285714285714286,11.889332200398094,-15.331501063305296,27.22083326370339,-3.373527582262655,3.4012669080055553,6,100.0
164,1994-09-07,1995-09-05,1995-09-06,1995-12-04,1.0,0.5396825396825397,0.46031746031746035,-11.860300411558168,-9.432897180146604,-2.4274032314115637,-19.832357430730116,-1.5788472301228271,6,66.66666666666666
165,1994-10-06,1995-10-04,1995-10-05,1996-01-04,1.0,0.5238095238095238,0.47619047619047616,4.284119196649505,-13.258063243183482,17.542182439832988,-14.816557819335513,0.750468141804375,7,66.66666666666666
166,1994-11-04,1995-11-02,1995-11-03,1996-02-02,1.0,0.5079365079365079,0.4920634920634921,-4.782301652952792,-19.613318388905842,14.83101673595305,-21.96415299912309,-0.28876726397595354,3,100.0
167,1994-12-06,1995-12-04,1995-12-05,1996-03-05,1.0,0.5555555555555556,0.4444444444444444,-12.886252393598873,-32.59508215471318,19.70882976111431,-21.96415299912309,-1.0841865380595308,5,50.0
168,1995-01-06,1996-01-04,1996-01-05,1996-04-03,1.0,0.47619047619047616,0.5238095238095238,-11.486563652645366,-28.28479780314186,16.798234150496494,-13.963881485991877,-2.0197055503485615,1,0.0
169,1995-02-06,1996-02-02,1996-02-05,1996-05-03,1.0,0.5079365079365079,0.4920634920634921,-3.593282115949037,-18.376007179523047,14.78272506357401,-13.181775566809096,-0.2962744669495307,7,66.66666666666666
170,1995-03-08,1996-03-05,1996-03-06,1996-06-04,1.0,0.5873015873015873,0.4126984126984127,0.0,-7.637168766886882,7.637168766886882,0.0,0.0,0,0.0
171,1995-04-06,1996-04-03,1996-04-04,1996-07-03,1.0,0.6031746031746031,0.39682539682539686,-9.546561736661207,-19.689224080386335,10.142662343725128,-12.921477909773719,-1.4093953288244843,3,100.0
172,1995-05-08,1996-05-03,1996-05-06,1996-08-02,1.0,0.5238095238095238,0.47619047619047616,-9.50360540332178,-15.61002535524313,6.10641995192135,-29.992809977743395,-0.4239049131771081,4,50.0
173,1995-06-07,1996-06-04,1996-06-05,1996-09-03,1.0,0.42857142857142855,0.5714285714285714,-0.5154373169747983,-3.9798330476806587,3.4643957307058604,-31.471909431861643,0.26155446212693323,1,0.0
174,1995-07-07,1996-07-03,1996-07-05,1996-10-02,1.0,0.5555555555555556,0.4444444444444444,23.895215324643935,21.154293458953568,2.7409218656903676,-13.461237845906618,1.8650881928079066,4,100.0
175,1995-08-07,1996-08-02,1996-08-05,1996-10-31,1.0,0.5396825396825397,0.46031746031746035,7.499992355229801,9.523711935859392,-2.0237195806295913,-2.197647677050781,2.4350859483813516,4,100.0
176,1995-09-06,1996-09-03,1996-09-04,1996-12-02,1.0,0.5714285714285714,0.4285714285714286,0.0,4.144788718870807,-4.144788718870807,0.0,0.0,0,0.0
177,1995-10-05,1996-10-02,1996-10-03,1997-01-02,1.0,0.5555555555555556,0.4444444444444444,0.0,-6.145340478600558,6.145340478600558,0.0,0.0,0,0.0
178,1995-11-03,1996-10-31,1996-11-01,1997-01-31,1.0,0.5714285714285714,0.4285714285714286,3.0821964519828438,-31.443127983596973,34.52532443557982,-3.6229496341588217,1.0447892419003262,5,100.0
179,1995-12-05,1996-12-02,1996-12-03,1997-03-04,1.0,0.5555555555555556,0.4444444444444444,-22.22699835228835,-34.328433020511206,12.101434668222854,-31.33533715836875,-1.7232406066282382,7,33.33333333333333
180,1996-01-05,1997-01-02,1997-01-03,1997-04-03,1.0,0.47619047619047616,0.5238095238095238,11.715774927441602,-13.218085758733844,24.933860686175446,-11.594098758792217,1.2029370252128424,3,100.0
181,1996-02-05,1997-01-31,1997-02-03,1997-05-02,1.0,0.49206349206349204,0.5079365079365079,-7.3308101026002825,4.21502995503682,-11.545840057637102,-12.820213443592039,-0.9778504152598407,3,100.0
182,1996-03-06,1997-03-04,1997-03-05,1997-06-03,1.0,0.5555555555555556,0.4444444444444444,12.029967152299225,-1.8381437667977063,13.868110919096932,-4.3481764964159915,1.7551650599148754,2,100.0
183,1996-04-04,1997-04-03,1997-04-04,1997-07-02,1.0,0.4603174603174603,0.5396825396825398,-20.568374890568197,-32.1431202256092,11.574745335041005,-21.586630147942927,-3.3973405668736665,7,33.33333333333333
184,1996-05-06,1997-05-02,1997-05-05,1997-08-01,1.0,0.5396825396825397,0.46031746031746035,23.293093413713816,12.867414680651335,10.425678733062481,-16.064645966741264,1.9799894709898487,1,0.0
185,1996-06-05,1997-06-03,1997-06-04,1997-09-02,1.0,0.5238095238095238,0.47619047619047616,28.454865909081416,34.5861637641983,-6.13129785511688,-15.041130373399755,2.3173879398445676,2,100.0
186,1996-07-05,1997-07-02,1997-07-03,1997-10-01,1.0,0.47619047619047616,0.5238095238095238,24.867751944709116,57.30544163065989,-32.43768968595077,-3.740518419873071,2.726919425039932,3,100.0
187,1996-08-05,1997-08-01,1997-08-04,1997-10-30,1.0,0.6031746031746031,0.39682539682539686,0.0,-16.455808695357042,16.455808695357042,0.0,0.0,0,0.0
188,1996-09-04,1997-09-02,1997-09-03,1997-12-01,1.0,0.47619047619047616,0.5238095238095238,-15.97228354510144,-21.111252826884463,5.138969281783023,-23.216140819420936,-1.8647663018715053,6,33.33333333333333
189,1996-10-03,1997-10-01,1997-10-02,1997-12-31,1.0,0.47619047619047616,0.5238095238095238,-23.468239400173196,-40.170818087099626,16.70257868692643,-25.429172098568852,-3.1862484625418612,5,50.0
190,1996-11-01,1997-10-30,1997-10-31,1998-02-02,1.0,0.4603174603174603,0.5396825396825398,21.200051583239986,3.8529476255725115,17.347103957667475,-18.18206560575726,1.4960107675385381,2,100.0
191,1996-12-03,1997-12-01,1997-12-02,1998-03-04,1.0,0.3968253968253968,0.6031746031746033,21.200051583239986,53.9370787488209,-32.73702716558091,-18.18206560575726,1.496010767538538,2,100.0
192,1997-01-03,1997-12-31,1998-01-02,1998-04-02,1.0,0.4444444444444444,0.5555555555555556,16.53883286275535,68.07757083491461,-51.53873797215926,-2.30751351062072,1.758957453692135,2,100.0
193,1997-02-03,1998-02-02,1998-02-03,1998-05-04,1.0,0.3968253968253968,0.6031746031746033,0.0,58.70374572011683,-58.70374572011683,0.0,0.0,0,0.0
194,1997-03-05,1998-03-04,1998-03-05,1998-06-03,1.0,0.49206349206349204,0.5079365079365079,1.5583027499343816,9.350533555582219,-7.792230805647837,0.0,2.0160645150967396,2,100.0
195,1997-04-04,1998-04-02,1998-04-03,1998-07-02,1.0,0.42857142857142855,0.5714285714285714,0.0,7.159725505235048,-7.159725505235048,0.0,0.0,0,0.0
196,1997-05-05,1998-05-04,1998-05-05,1998-08-03,1.0,0.5396825396825397,0.46031746031746035,11.781478931409017,18.315699126780437,-6.53422019537142,-15.151631122583309,1.3339802805225276,3,100.0
197,1997-06-04,1998-06-03,1998-06-04,1998-09-01,1.0,0.49206349206349204,0.5079365079365079,0.0,27.273175109837446,-27.273175109837446,0.0,0.0,0,0.0
198,1997-07-03,1998-07-02,1998-07-06,1998-10-01,1.0,0.49206349206349204,0.5079365079365079,0.0,17.489706076692425,-17.489706076692425,0.0,0.0,0,0.0
199,1997-08-04,1998-08-03,1998-08-04,1998-10-30,1.0,0.47619047619047616,0.5238095238095238,0.0,8.592144647763833,-8.592144647763833,0.0,0.0,0,0.0
200,1997-09-03,1998-09-01,1998-09-02,1998-12-01,1.0,0.5396825396825397,0.46031746031746035,-4.041924415949849,-4.041924415949849,0.0,-21.993641189954257,0.02905525008573021,1,0.0
201,1997-10-02,1998-10-01,1998-10-02,1998-12-31,1.0,0.5079365079365079,0.4920634920634921,25.719463380821207,16.755685484491334,8.963777896329873,-17.580700452608557,1.7800821650836978,1,0.0
202,1997-10-31,1998-10-30,1998-11-02,1999-02-02,1.0,0.49206349206349204,0.5079365079365079,15.116207358841805,4.152551208606492,10.963656150235312,-17.44755173775624,1.4058975508850198,2,100.0
203,1997-12-02,1998-12-01,1998-12-02,1999-03-04,1.0,0.5238095238095238,0.47619047619047616,14.118516391586589,-7.118285479319475,21.236801870906064,-11.111360239821716,1.7688787669712633,4,100.0
204,1998-01-02,1998-12-31,1999-01-04,1999-04-05,1.0,0.5873015873015873,0.4126984126984127,17.039406352394494,-10.15164235547158,27.191048707866074,0.0,3.807377109745987,4,100.0
205,1998-02-03,1999-02-02,1999-02-03,1999-05-04,1.0,0.5238095238095238,0.47619047619047616,12.244689127057207,15.707728837066481,-3.4630397100092747,-9.642241646904603,1.6153940613316486,7,66.66666666666666
206,1998-03-05,1999-03-04,1999-03-05,1999-06-03,1.0,0.5238095238095238,0.47619047619047616,1.0752302943823677,42.93780162040268,-41.862571326020316,0.0,2.0160645150967405,2,100.0
207,1998-04-03,1999-04-05,1999-04-06,1999-07-02,1.0,0.49206349206349204,0.5079365079365079,-8.682452231656567,21.87476710004932,-30.557219331705888,-9.65388107216735,-2.1185515115670053,4,0.0
208,1998-05-05,1999-05-04,1999-05-05,1999-08-03,1.0,0.49206349206349204,0.5079365079365079,0.0,17.553236020196294,-17.553236020196294,0.0,0.0,0,0.0
209,1998-06-04,1999-06-03,1999-06-04,1999-09-01,1.0,0.5714285714285714,0.4285714285714286,42.5971470732907,42.5971470732907,0.0,-13.793159346163764,3.20296703082663,1,0.0
210,1998-07-06,1999-07-02,1999-07-06,1999-10-01,1.0,0.4126984126984127,0.5873015873015873,15.039514501320905,30.277013855590695,-15.23749935426979,0.0,2.76893565650325,2,100.0
211,1998-08-04,1999-08-03,1999-08-04,1999-11-01,1.0,0.3968253968253968,0.6031746031746033,0.0,44.25080296974424,-44.25080296974424,0.0,0.0,0,0.0
212,1998-09-02,1999-09-01,1999-09-02,1999-12-01,1.0,0.6190476190476191,0.38095238095238093,46.05859999615507,46.05859999615507,0.0,-25.296360375018732,2.5758738498353635,1,0.0
213,1998-10-02,1999-10-01,1999-10-04,1999-12-31,1.0,0.4126984126984127,0.5873015873015873,12.419575719445541,59.24496076834633,-46.82538504890079,-8.130812733367135,1.3661505032099297,2,100.0
214,1998-11-02,1999-11-01,1999-11-02,2000-02-01,1.0,0.5079365079365079,0.4920634920634921,23.23243340096934,24.922098855815513,-1.6896654548461711,-22.110541296488545,1.669968557128676,5,100.0
215,1998-12-02,1999-12-01,1999-12-02,2000-03-02,1.0,0.5238095238095238,0.47619047619047616,10.846127870774879,10.720405038532132,0.12572283224274727,-22.11054129648855,0.9353020276426104,1,0.0
216,1999-01-04,1999-12-31,2000-01-03,2000-03-31,1.0,0.5079365079365079,0.4920634920634921,6.329891579394653,21.328885845278922,-14.998994265884269,-10.805613563758905,0.9909609364001905,2,100.0
217,1999-02-03,2000-02-01,2000-02-02,2000-05-02,1.0,0.49206349206349204,0.5079365079365079,0.0,19.29157832530222,-19.29157832530222,0.0,0.0,0,0.0
218,1999-03-05,2000-03-02,2000-03-03,2000-06-01,1.0,0.5079365079365079,0.4920634920634921,-16.832130079337492,-30.371075338697086,13.538945259359593,-38.15001907706269,-0.7710482741865005,3,100.0
219,1999-04-06,2000-03-31,2000-04-03,2000-06-30,1.0,0.5079365079365079,0.4920634920634921,-11.121466288938809,-21.42517955789762,10.303713268958813,-36.24289232827561,-0.3655257232282335,3,0.0
220,1999-05-05,2000-05-02,2000-05-03,2000-08-01,1.0,0.5079365079365079,0.4920634920634921,-7.066691210805221,-14.285766486741547,7.219075275936326,-26.996200523607822,-0.14258609559370233,3,0.0
221,1999-06-04,2000-06-01,2000-06-02,2000-08-30,1.0,0.49206349206349204,0.5079365079365079,38.88072788544967,28.561755062694026,10.318972822755647,-15.306134857420808,2.630085818744288,6,100.0
222,1999-07-06,2000-06-30,2000-07-03,2000-09-29,1.0,0.4603174603174603,0.5396825396825398,-52.01865003882864,-51.69991478161728,-0.3187352572113582,-57.81933844338864,-1.6703058008510214,7,66.66666666666666
223,1999-08-04,2000-08-01,2000-08-02,2000-10-30,1.0,0.36507936507936506,0.6349206349206349,-62.69674597697388,-59.126994320505624,-3.569751656468256,-69.69543492528378,-2.4348564904810233,3,100.0
224,1999-09-02,2000-08-30,2000-08-31,2000-11-29,1.0,0.3968253968253968,0.6031746031746033,-70.96210323582339,-71.17951037187802,0.21740713605463213,-72.10645695970412,-3.1280484848862606,3,0.0
225,1999-10-04,2000-09-29,2000-10-02,2000-12-29,1.0,0.4444444444444444,0.5555555555555556,-27.56667106945151,-38.65985561539619,11.09318454594468,-32.59138156084242,-1.6696676495583587,3,0.0
226,1999-11-02,2000-10-30,2000-10-31,2001-01-31,1.0,0.42857142857142855,0.5714285714285714,10.543352924633664,10.543352924633687,-2.3092638912203256e-14,-37.25496522568772,0.9176195806433574,1,0.0
227,1999-12-02,2000-11-29,2000-11-30,2001-03-02,1.0,0.5396825396825397,0.46031746031746035,0.0,16.6666326110539,-16.6666326110539,0.0,0.0,0,0.0
228,2000-01-03,2000-12-29,2001-01-02,2001-04-02,1.0,0.5396825396825397,0.46031746031746035,11.262685012497275,45.1429662424623,-33.88028122996502,-6.410091466090595,2.198240451815623,2,100.0
229,2000-02-02,2001-01-31,2001-02-01,2001-05-02,1.0,0.6031746031746031,0.39682539682539686,56.5699410124147,25.86975993922507,30.700181073189633,-13.609383462509172,3.242356502497928,9,100.0
230,2000-03-03,2001-03-02,2001-03-05,2001-06-01,1.0,0.5555555555555556,0.4444444444444444,26.61179345428406,2.5277244911904084,24.084068963093653,-17.925375056524377,2.0295668398737248,5,100.0
231,2000-04-03,2001-04-02,2001-04-03,2001-07-02,1.0,0.5714285714285714,0.4285714285714286,28.19379018120678,18.082928904182104,10.110861277024675,-7.000350235046536,2.5055482602109747,6,66.66666666666666
232,2000-05-03,2001-05-02,2001-05-03,2001-08-01,1.0,0.42857142857142855,0.5714285714285714,-26.643888787516488,-23.6378211622267,-3.0060676252897878,-28.91467263329424,-1.7546519362117639,3,0.0
233,2000-06-02,2001-06-01,2001-06-04,2001-08-30,1.0,0.4603174603174603,0.5396825396825398,-9.24637400217252,-13.69800709607305,4.451633093900531,-11.159341209690139,-1.6658998227088098,3,0.0
234,2000-07-03,2001-07-02,2001-07-03,2001-10-05,1.0,0.47619047619047616,0.5238095238095238,-8.742179445610965,-32.2986719273575,23.556492481746538,-27.946107213210176,-0.5818067825120046,3,100.0
235,2000-08-02,2001-08-01,2001-08-02,2001-11-05,1.0,0.5079365079365079,0.4920634920634921,-3.7841097708530835,-3.7841097708530835,0.0,-24.419853220468294,-0.06512654929473563,1,0.0
236,2000-08-31,2001-08-30,2001-08-31,2001-12-05,1.0,0.5714285714285714,0.4285714285714286,23.669087339088236,28.08635121645291,-4.417263877364675,-13.759463473515554,1.9587097569714602,2,100.0
237,2000-10-02,2001-10-05,2001-10-08,2002-01-07,1.0,0.5714285714285714,0.4285714285714286,20.925679880212435,41.358059982168015,-20.43238010195558,-8.494197920050231,2.4832518069720093,2,100.0
238,2000-10-31,2001-11-05,2001-11-06,2002-02-06,1.0,0.5079365079365079,0.4920634920634921,11.9829051786001,26.06044311683453,-14.07753793823443,-2.9359861434482624,2.3605749424266533,2,100.0
239,2000-11-30,2001-12-05,2001-12-06,2002-03-08,1.0,0.5396825396825397,0.46031746031746035,3.040824778687412,8.252715329295835,-5.211890550608423,0.0,2.7842798526777113,2,100.0
240,2001-01-02,2002-01-07,2002-01-08,2002-04-09,1.0,0.5238095238095238,0.47619047619047616,16.4391965325144,6.589966811229941,9.849229721284459,-4.23978108697399,2.5993377422844355,2,100.0
241,2001-02-01,2002-02-06,2002-02-07,2002-05-08,1.0,0.5555555555555556,0.4444444444444444,0.0,0.2880264301037494,-0.2880264301037494,0.0,0.0,0,0.0
242,2001-03-05,2002-03-08,2002-03-11,2002-06-07,1.0,0.6031746031746031,0.39682539682539686,-3.968958455823468,-14.604882235847082,10.635923780023614,-3.968958455823467,-1.7747958559230141,3,0.0
243,2001-04-03,2002-04-09,2002-04-10,2002-07-09,1.0,0.5079365079365079,0.4920634920634921,-22.86453586073649,-28.913093463132356,6.048557602395867,-28.969809020650654,-1.9428564557236503,3,100.0
244,2001-05-03,2002-05-08,2002-05-09,2002-08-07,1.0,0.47619047619047616,0.5238095238095238,-32.175023110209544,-37.86681854840727,5.6917954381977225,-36.868290734088006,-2.4245503634325445,1,0.0
245,2001-06-04,2002-06-07,2002-06-10,2002-09-06,1.0,0.42857142857142855,0.5714285714285714,-21.547919483583932,-33.05386835913101,11.505948875547077,-23.675811235081202,-1.5218319214137663,5,50.0
246,2001-07-03,2002-07-09,2002-07-10,2002-10-07,1.0,0.4126984126984127,0.5873015873015873,-8.138856441343755,-20.496570842629758,12.357714401286003,-14.578104183940827,-0.7894061828840836,1,0.0
247,2001-08-02,2002-08-07,2002-08-08,2002-11-05,1.0,0.5238095238095238,0.47619047619047616,10.45770874197176,10.457708741971782,-2.1316282072803006e-14,-15.694605434015498,1.3710474557550798,1,0.0
248,2001-08-31,2002-09-06,2002-09-09,2002-12-05,1.0,0.5238095238095238,0.47619047619047616,9.03139398965056,1.8093584244762262,7.222035565174334,-3.1360521211132033,2.805903908853691,4,100.0
249,2001-10-08,2002-10-07,2002-10-08,2003-01-07,1.0,0.49206349206349204,0.5079365079365079,3.732188093169442,8.55270959756238,-4.820521504392938,-7.15599514099845,0.9956706531388038,6,66.66666666666666
250,2001-11-06,2002-11-05,2002-11-06,2003-02-06,1.0,0.4444444444444444,0.5555555555555556,-0.8337684595798978,-16.20197784944981,15.368209389869914,-10.812576270935944,-0.008848978348340737,7,33.33333333333333
251,2001-12-06,2002-12-05,2002-12-06,2003-03-10,1.0,0.5396825396825397,0.46031746031746035,-1.2979080567336543,-3.8795135922730983,2.581605535539444,-5.894132485992467,-0.17226759555439805,5,50.0
252,2002-01-08,2003-01-07,2003-01-08,2003-04-08,1.0,0.6666666666666666,0.33333333333333337,7.28026979499814,-0.687019638800479,7.967289433798619,-7.400274704776111,1.2376724588760009,5,100.0
253,2002-02-07,2003-02-06,2003-02-07,2003-05-08,1.0,0.6190476190476191,0.38095238095238093,41.37495742100978,27.208519591713976,14.166437829295806,-3.387256595035882,4.675298272009987,3,100.0
254,2002-03-11,2003-03-10,2003-03-11,2003-06-09,1.0,0.5873015873015873,0.4126984126984127,40.53045256450061,17.990067352127358,22.54038521237325,-3.3872565950358946,4.5760287828239745,2,100.0
255,2002-04-10,2003-04-08,2003-04-09,2003-07-09,1.0,0.5873015873015873,0.4126984126984127,42.31292963501385,40.16923494169675,2.1436946933171015,-3.3872565950358995,4.739318014809763,4,100.0
256,2002-05-09,2003-05-08,2003-05-09,2003-08-07,1.0,0.49206349206349204,0.5079365079365079,2.349507517769478,8.907043396481185,-6.5575358787117075,-0.6428156161045674,2.454876705491247,2,100.0
257,2002-06-10,2003-06-09,2003-06-10,2003-09-08,1.0,0.4603174603174603,0.5396825396825398,1.5714789686796626,32.36298230878383,-30.791503340104164,0.0,2.0160645150967436,2,100.0
258,2002-07-10,2003-07-09,2003-07-10,2003-10-07,1.0,0.5396825396825397,0.46031746031746035,5.419017056147957,18.590435601552493,-13.171418545404535,-2.3291175565857243,1.9174013041316618,2,100.0
259,2002-08-08,2003-08-07,2003-08-08,2003-11-05,1.0,0.4603174603174603,0.5396825396825398,0.0,17.260790739597432,-17.260790739597432,0.0,0.0,0,0.0
260,2002-09-09,2003-09-08,2003-09-09,2003-12-05,1.0,0.5079365079365079,0.4920634920634921,-0.22108950301887864,-6.794854745591994,6.573765242573115,-14.502426753222474,0.14408523020466604,5,100.0
261,2002-10-08,2003-10-07,2003-10-08,2004-01-07,1.0,0.5238095238095238,0.47619047619047616,6.909712699443382,-2.038219726748347,8.947932426191729,-9.25844572512885,1.236400571526545,1,0.0
262,2002-11-06,2003-11-05,2003-11-06,2004-02-06,1.0,0.5079365079365079,0.4920634920634921,8.037415973615559,-1.7732669554144875,9.810682929030047,-12.444461642295028,1.1774950009474667,4,100.0
263,2002-12-06,2003-12-05,2003-12-08,2004-03-09,1.0,0.4603174603174603,0.5396825396825398,21.75870042807382,28.74121592255623,-6.98251549448241,-7.119220438377185,3.9631880616025947,4,100.0
264,2003-01-08,2004-01-07,2004-01-08,2004-04-07,1.0,0.4603174603174603,0.5396825396825398,5.428664472208555,16.909317681821424,-11.480653209612868,-1.9019532666119658,2.1516609630324277,4,100.0
265,2003-02-07,2004-02-06,2004-02-09,2004-05-07,1.0,0.4603174603174603,0.5396825396825398,0.0,17.644613928358343,-17.644613928358343,0.0,0.0,0,0.0
266,2003-03-11,2004-03-09,2004-03-10,2004-06-08,1.0,0.5238095238095238,0.47619047619047616,9.645777878691074,9.645777878691074,0.0,-12.013612747811163,1.1782070497675043,1,0.0
267,2003-04-09,2004-04-07,2004-04-08,2004-07-09,1.0,0.4444444444444444,0.5555555555555556,7.868219429276491,9.081041027273539,-1.2128215979970483,-12.013612747811184,1.145269287745923,7,100.0
268,2003-05-09,2004-05-07,2004-05-10,2004-08-09,1.0,0.5079365079365079,0.4920634920634921,3.2866074972073944,15.296623017838096,-12.010015520630702,0.0,3.421502745909558,2,100.0
269,2003-06-10,2004-06-08,2004-06-09,2004-09-08,1.0,0.5555555555555556,0.4444444444444444,5.842741061675771,20.36410410213072,-14.52136304045495,0.0,2.6677386992499654,2,100.0
