datetime,cash,holdings,portfolio_value
2025-06-09 15:24:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.085
2025-06-09 15:26:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.58
2025-06-09 15:28:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.79
2025-06-09 15:29:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.9950000000003
2025-06-09 15:30:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.3
2025-06-09 15:32:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.8
2025-06-09 15:33:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.8950000000004
2025-06-09 15:38:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.3950000000004
2025-06-09 15:40:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.01
2025-06-09 15:45:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.92
2025-06-09 15:53:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.5200000000004
2025-06-09 15:54:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.625
2025-06-09 15:59:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.8950000000004
2025-06-09 16:00:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.6800000000003
2025-06-09 16:01:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.8250000000003
2025-06-09 16:02:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.545
2025-06-09 16:06:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.275
2025-06-09 16:07:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.9750000000004
2025-06-09 16:08:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.315
2025-06-09 16:09:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.9700000000003
2025-06-09 16:11:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.425
2025-06-09 16:15:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.33
2025-06-09 16:16:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.29
2025-06-09 16:23:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.9300000000003
2025-06-09 16:25:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.905
2025-06-09 16:26:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.8900000000003
2025-06-09 16:31:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.78
2025-06-09 16:33:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.95
2025-06-09 16:35:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.26
2025-06-09 16:37:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.8100000000004
2025-06-09 16:38:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.195
2025-06-09 16:41:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.995
2025-06-09 16:42:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.0200000000004
2025-06-09 16:43:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3501.95
2025-06-09 16:45:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.44
2025-06-09 16:47:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.625
2025-06-09 16:48:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.63
2025-06-09 16:49:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.57
2025-06-09 16:50:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.75
2025-06-09 16:51:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3503.21
2025-06-09 16:54:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3503.19
2025-06-09 16:55:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.9900000000002
2025-06-09 16:56:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.86
2025-06-09 16:57:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.9300000000003
2025-06-09 17:00:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.405
2025-06-09 17:01:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.62
2025-06-09 17:05:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3503.17
2025-06-09 17:07:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3503.2250000000004
2025-06-09 17:09:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3502.87
2025-06-09 17:12:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.925
2025-06-09 17:13:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.6450000000004
2025-06-09 17:15:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3500.0550000000003
2025-06-09 17:16:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3499.4750000000004
2025-06-09 17:17:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3498.5750000000003
2025-06-09 17:19:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3499.1000000000004
2025-06-09 17:21:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3499.9900000000002
2025-06-09 17:24:00+00:00,2761.57,"{'AAPL': 1, 'MSFT': 0, 'NVDA': 1, 'AMZN': 1, 'GOOG': 1, 'META': 0, 'TSLA': 0}",3499.445
