,CallVolume,PutVolume,CallOI,PutOI,TotalVolume,TotalOI,PCR_Volume,PCR_OI,CallIV,PutIV,AvgIV,IV_Skew,ATM_CallIV,ATM_PutIV,ITM_CallIV,OTM_PutIV,CallDelta,PutDelta,CallGamma,PutGamma,CallTheta,PutTheta,CallVega,PutVega,Strike_Range,Strike_Count,CallPut_Ratio,IV_Premium,Skew_Index,DaysToExpiry,Expiry_Type,Spot_Price,ATM_Strike,Expiration
2025-06-01,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.8514030029089918,-0.9292240371799345,0.0004819311562703162,0.0007099769092141084,-0.8733663925353287,-0.8722955408599179,0.021614973471453486,0.03184299636647649,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,19,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-02,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.8573537077823423,-0.9337260883426893,0.0004951084888219161,0.000729339931061722,-0.8972466485513434,-0.8960854379622657,0.021613720330451325,0.03183898004517697,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,18,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-03,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.8635953222448229,-0.9383170624361434,0.0005094294208044233,0.0007503788043881296,-0.9231993609679913,-0.921934328467249,0.021612319847071022,0.031834491814961514,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,17,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-04,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.8701488428502184,-0.9429914745062262,0.0005250695498301203,0.0007733501055251625,-0.9515427516955632,-0.9501574485286669,0.021610744411737437,0.03182944331222719,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,16,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-05,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.877036561478324,-0.9477413423002419,0.000542244698406885,0.0007985690028575951,-0.9826679390975034,-0.9811420219746336,0.02160895905718983,0.031823722643650604,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,15,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-06,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.8842818114544767,-0.9525554509331464,0.0005612235933485462,0.0008264276638922133,-1.0170619159007137,-1.0153698756969818,0.02160691883259878,0.03181718599567769,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,14,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-07,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.8919084664296886,-0.9574183978644569,0.0005823457992047918,0.0008574212620620702,-1.0553400485573015,-1.05344939226703,0.021604564966661972,0.031809645377905336,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,13,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-08,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.8999400338789416,-0.9623093499109248,0.000606047689067181,0.0008921855933674026,-1.0982931421186017,-1.0961617266895476,0.021601819113834103,0.03180085024918718,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,12,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-09,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.90839808230222,-0.9672004243927532,0.0006329010890065722,0.0009315529709232861,-1.146957472546784,-1.1445294798540242,0.02159857446496743,0.03179045914130083,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,11,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-10,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9172995652717857,-0.9720545851767894,0.0006636726199949131,0.0009766379143903554,-1.2027223274693448,-1.199921978730894,0.02159468152962908,0.03177799429360598,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,10,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-11,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9266522982975312,-0.9768229281313152,0.0006994182582553915,0.001028973427201321,-1.2675013705551503,-1.2642227100098251,0.021589924450413404,0.031762766116762625,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,9,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-12,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9364472970398705,-0.9814412393925527,0.0007416408198197116,0.0010907374209751148,-1.3440180385423668,-1.3401075108468232,0.02158397957502405,0.031743741157295405,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,8,Monthly,196.5800018310547,197.5,2025-06-20
2025-06-13,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9466456900761389,-0.9858257987436585,0.0007925667080747129,0.0011651494489778053,-1.436307069316257,-1.4315320056024907,0.021576338569054682,0.031719297238413394,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,7,Weekly,196.5800018310547,197.5,2025-06-20
2025-06-14,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9571560818331053,-0.989868716773705,0.0008556658310681572,0.0012572132773124372,-1.5506567076492828,-1.544643947538301,0.02156615476872996,0.03168673462393119,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,6,Weekly,196.5800018310547,197.5,2025-06-20
2025-06-15,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9677948495515019,-0.9934340374049748,0.0009367156363387163,0.0013752291962962964,-1.6975369728569858,-1.6896412827249594,0.02155190552292987,0.03164120311560078,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,5,Weekly,196.5800018310547,197.5,2025-06-20
2025-06-16,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9782159171768493,-0.9963585050149728,0.001046242148423994,0.001534240148652724,-1.8960233614258168,-1.8850061500724566,0.02153054930503321,0.03157302849640328,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,4,Weekly,196.5800018310547,197.5,2025-06-20
2025-06-17,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9877888190929632,-0.9984683055838406,0.001206101819392942,0.0017652306785269681,-2.1857246233789325,-2.168806942147807,0.021495002625531362,0.03145973039714306,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,3,Weekly,196.5800018310547,197.5,2025-06-20
2025-06-18,224621,328326,763616,500654,552947,1264270,1.4616888002457473,0.6556358169551189,2.663938018615723,2.108872267355617,2.3864051429856703,-0.555065751260106,0.20557435058593748,0.23731231445312498,4.111298183482777,1.076211561314174,0.9954153550572045,-0.9996425510150209,0.0014722934739097011,0.0021464689274409716,-2.668123078020268,-2.6372058720524985,0.021424085231064562,0.031234352431930654,355.0,159,0.6841401533841365,2.18640514298567,-0.2325949358982919,2,Weekly,196.5800018310547,197.5,2025-06-20
