Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,50.598414340840456,50.76896320687922,49.34365798603405,49.45938491821289,1483400,0.0,0.0
2010-01-05 00:00:00-05:00,49.47156918202102,49.59338847175817,48.58227535503736,49.08782958984375,1341000,0.0,0.0
2010-01-06 00:00:00-05:00,48.9355643601522,49.53858252963132,48.411737576641954,48.62492370605469,1359000,0.0,0.0
2010-01-07 00:00:00-05:00,48.387364756236444,49.25229385042453,48.02189756974948,48.72237014770508,1755800,0.0,0.0
2010-01-08 00:00:00-05:00,48.44826986423045,48.70409315310814,47.4737016348574,48.356903076171875,1199900,0.0,0.0
2010-01-11 00:00:00-05:00,48.89293859520971,49.794417557181355,48.612750381287356,49.02085494995117,1304400,0.0,0.0
2010-01-12 00:00:00-05:00,48.6614606539544,49.10001756144868,47.60771025127185,47.86962127685547,1088900,0.0,0.0
2010-01-13 00:00:00-05:00,48.16807646814867,49.08173495359713,47.90006849200943,48.984275817871094,1135200,0.0,0.0
2010-01-14 00:00:00-05:00,48.758911786943095,49.20964869120949,48.46044665633146,48.69190979003906,898800,0.0,0.0
2010-01-15 00:00:00-05:00,48.4787220463559,48.832004479423325,48.15589675814554,48.38126754760742,1079200,0.0,0.0
2010-01-19 00:00:00-05:00,48.16808508373052,49.38020425670771,48.16808508373052,49.270565032958984,1034300,0.0,0.0
2010-01-20 00:00:00-05:00,48.594447654531216,48.594447654531216,47.46151078213081,48.16807556152344,1318300,0.0,0.0
2010-01-21 00:00:00-05:00,48.25944405767929,48.4543576853018,46.90722873293859,47.08386993408203,1579300,0.0,0.0
2010-01-22 00:00:00-05:00,47.4188973628842,47.4188973628842,45.84740289376737,45.95095443725586,1831000,0.0,0.0
2010-01-25 00:00:00-05:00,46.627044649603455,46.748863934563744,45.36010363874197,46.64531707763672,1972300,0.0,0.0
2010-01-26 00:00:00-05:00,46.31030160779005,47.26659728790055,45.95701921714865,46.858497619628906,1689800,0.0,0.0
2010-01-27 00:00:00-05:00,46.76713261621051,47.29705622226351,45.969205675292336,47.114322662353516,1333100,0.0,0.0
2010-01-28 00:00:00-05:00,47.46760681303976,47.46760681303976,46.55394827408514,46.88286590576172,1123100,0.0,0.0
2010-01-29 00:00:00-05:00,47.05950912408308,47.954895274035714,46.45649111670201,46.66358947753906,1461800,0.0,0.0
2010-02-01 00:00:00-05:00,46.9742267816322,47.74778886927044,46.846315159917545,47.54069519042969,1064900,0.0,0.0
2010-02-02 00:00:00-05:00,47.61987694595143,48.667539342434516,47.04731618342997,48.472625732421875,1294800,0.0,0.0
2010-02-03 00:00:00-05:00,48.11935659591187,48.22290346315404,47.10215105912707,47.40670394897461,1269100,0.0,0.0
2010-02-04 00:00:00-05:00,45.238274296625484,46.49912279832164,44.40380253551559,45.15299987792969,3741800,0.0,0.0
2010-02-05 00:00:00-05:00,45.116477439368296,46.15804805410858,44.90938364739975,46.04231643676758,2272200,0.0,0.0
2010-02-08 00:00:00-05:00,46.1214862157815,46.231125432106964,44.88500233823245,44.9337272644043,1381600,0.0,0.0
2010-02-09 00:00:00-05:00,45.40273490392882,45.414914971985716,44.196703693577454,44.78144454956055,1335400,0.0,0.0
2010-02-10 00:00:00-05:00,44.62916188106507,45.189542522347836,43.703323484039494,44.59261703491211,931400,0.0,0.0
2010-02-11 00:00:00-05:00,44.51952535767119,45.23218243001544,44.099245660460525,45.19563293457031,767000,0.0,0.0
2010-02-12 00:00:00-05:00,44.799722474833935,46.18848261510995,44.55607928509437,45.98138427734375,1258500,0.0,0.0
2010-02-16 00:00:00-05:00,46.38339925598277,47.406697001796466,46.21893811718528,47.3214225769043,1082700,0.0,0.0
2010-02-17 00:00:00-05:00,47.473701105966505,47.77216160633209,47.13259874415515,47.534610748291016,977800,0.0,0.0
2010-02-18 00:00:00-05:00,47.25441919477968,48.52744781987962,47.07168563415991,48.36299133300781,1071700,0.0,0.0
2010-02-19 00:00:00-05:00,47.91835304753922,48.41781962679449,47.47979611997683,48.00971984863281,1263700,0.0,0.0
2010-02-22 00:00:00-05:00,48.12544880046553,48.959920741820675,47.960987638094956,48.72846221923828,969100,0.0,0.0
2010-02-23 00:00:00-05:00,48.42999416044354,48.99646263156373,48.21680810079778,48.69190979003906,1145200,0.0,0.0
2010-02-24 00:00:00-05:00,48.8929263119767,49.2035716079588,48.515283645399464,49.197479248046875,920600,0.0,0.0
2010-02-25 00:00:00-05:00,48.55181437367032,49.50811012859867,48.21680902980308,49.45329284667969,594100,0.0,0.0
2010-02-26 00:00:00-05:00,49.76391732617101,50.153744473110095,49.282728072219776,49.59336853027344,1117000,0.0,0.0
