Date,Close,High,Low,Open,Volume
2023-08-15,175.92819213867188,177.94078172124355,175.53162857549793,177.34593637648263,43622600
2023-08-16,175.0557403564453,177.00883168990967,174.98633341606396,175.61093536777827,46964900
2023-08-17,172.5077667236328,175.9876593304517,171.9922220355352,175.62083731111454,66062900
2023-08-18,172.9935760498047,173.59834528388794,170.48527458580276,170.82235510894964,61114200
2023-08-21,174.33197021484375,174.61949160968172,172.24998915809468,173.5685847246663,46311900
2023-08-22,175.71006774902344,176.15620551446153,174.73847648439144,175.5415274877659,42084200
2023-08-23,179.5666961669922,179.9930163205811,176.80063007696822,176.98900304288458,52722800
2023-08-24,174.8673553466797,179.54687744583052,174.50051821034532,179.1205572949361,54945800
2023-08-25,177.0782470703125,177.6136093916348,174.31218067560857,175.85879974601767,51449600
2023-08-28,178.64471435546875,179.04127795174605,177.01877940604135,178.54556589243367,43820700
2023-08-29,182.54098510742188,183.31429463018617,177.96061099136716,178.15889276911415,53003900
2023-08-30,186.04071044921875,186.23900735465395,183.1556780614674,183.35395983897268,60813900
2023-08-31,186.25881958007807,187.4980995637172,185.8721648302999,186.2290780707052,60794500
2023-09-01,187.83518981933597,188.2912363685708,186.66530168187228,187.86493132785435,45732600
2023-09-05,188.0731201171875,188.350717612699,186.00104769428796,186.66529992482816,45280000
2023-09-06,181.3413543701172,187.2304149251444,179.91370149278592,186.78426205503197,81755800
2023-09-07,176.03724670410156,176.6816813943478,172.05171790486162,173.67765269377628,112488800
2023-09-08,176.65191650390625,178.69426259870855,176.26526175899272,176.82047189213844,65551300
2023-09-11,177.82179260253906,178.75373349578624,175.8191120741523,178.52571023294755,58953100
2023-09-12,174.7880401611328,178.58519559094336,173.32073699502078,177.95068488711692,90370200
2023-09-13,172.71597290039062,175.77946927367296,172.48793449989455,174.99623588192003,84267900
2023-09-14,174.2328643798828,174.58977763559852,172.09138484558866,172.50778112260195,60895800
2023-09-15,173.5091094970703,174.98633670911127,172.32932763975032,174.9665039932106,109205100
2023-09-18,176.4437255859375,177.84163701778533,174.659159409954,174.9664984209427,67257600
2023-09-19,177.53428649902344,178.08948146713516,175.6109216966876,175.99757641576028,51826900
2023-09-20,173.98500061035156,178.1588871164402,173.89576095445636,177.72265814247962,58436200
2023-09-21,172.43836975097656,174.78805492740332,172.3689779372214,173.0530629204369,63047900
2023-09-22,173.29098510742188,175.56135441857745,172.55734106823024,173.17201907467273,56725400
2023-09-25,174.56991577148438,175.4522824052414,172.6564598476282,172.7060340664089,46172700
2023-09-26,170.48526000976562,173.6974637546494,170.18782981503577,173.32073296072448,64588900
2023-09-27,168.96836853027344,171.5559855222725,167.60021383109716,171.1395892983555,66921800
2023-09-28,169.2261505126953,170.5546549284134,166.18247183150447,167.88772217595067,56294400
2023-09-29,169.74171447753906,171.58576377459906,168.87916528625075,170.5447655196905,51814200
2023-10-02,172.25990295410156,172.80518912572896,169.46408028935463,169.75160169254372,52164500
2023-10-03,170.92149353027344,172.14095595651972,169.3550569046923,170.78269477378157,49594600
2023-10-04,172.17068481445312,172.71597100628938,169.50375199905025,169.62271803074952,53020300
2023-10-05,173.40997314453125,173.94533544106068,171.19908676207933,172.29956799243436,48527900
2023-10-06,175.9678497314453,176.46356172729125,171.69479961979252,172.30949278163357,57224100
2023-10-09,177.45497131347656,177.51445432768062,174.2923266162491,175.29365932051672,42390800
2023-10-10,176.86013793945312,178.1787337581922,176.42390893139742,176.5726316175604,43698000
2023-10-11,178.25802612304688,178.30760034526705,176.07689649671707,176.67174177957318,47551100
2023-10-12,179.1602020263672,180.7762125376352,177.50451096342908,178.52569139781235,56743100
2023-10-13,177.31617736816406,180.3697497847248,176.61225971587282,179.8641290223829,51427100
2023-10-16,177.18728637695312,177.5441995976702,174.99623283045386,175.23418002024147,52517000
2023-10-17,175.63075256347656,176.88986525789463,173.3009152798367,175.1350405719026,57549400
2023-10-18,174.33197021484375,176.0570532000882,173.608235023302,174.07420545389226,54764400
2023-10-19,173.95526123046875,176.31484005715805,173.68757251536525,174.53027383635083,59302900
2023-10-20,171.3973846435547,173.91559492791032,171.15943743932888,173.80653768363138,64189300
2023-10-23,171.51634216308594,172.51767489960218,168.4726633962427,169.4442697526279,55980100
2023-10-24,171.95257568359375,172.18059896074934,169.97963653831405,171.56592094062157,43816600
2023-10-25,169.63265991210938,171.57584256593557,169.18650699014253,170.4059694558874,57157000
2023-10-26,165.45875549316406,169.91025482669738,164.24921696829185,168.90890687614657,70625300
2023-10-27,166.77734375,167.5110029440003,165.39926501775972,165.47858075180807,58499100
2023-10-30,168.82957458496094,169.70203248533966,167.42175441803172,167.57047708446643,51131000
2023-10-31,169.30548095703125,169.43435579022267,166.4600837859852,167.89766069037708,44846000
2023-11-01,172.47802734375,172.73579212701503,168.66103905073186,169.5334969755198,56934900
2023-11-02,176.0471649169922,176.25535548295753,173.95525969593038,174.01474271477764,77334800
2023-11-03,175.13504028320312,175.30359567263832,171.8633532465518,172.74571998498175,79763700
2023-11-06,177.6929168701172,177.8911986418375,174.69882732290304,174.86736758526175,63841300
2023-11-07,180.26071166992188,180.87538968418903,177.4351473327296,177.64333789269085,70530000
2023-11-08,181.32151794433597,181.8767129123944,180.0326638382413,180.7861556902591,49340300
2023-11-09,180.84567260742188,182.5409993364284,180.25081209988173,181.3909588846785,53763500
2023-11-10,185.0448760986328,185.21365353801235,182.1957456895483,182.63254933718324,66133400
2023-11-13,183.4565277099609,184.67758150620577,182.87082057942212,184.46911666550656,43627500
2023-11-14,186.07733154296875,186.74245888927783,184.9456198398988,186.33543591459556,60108400
2023-11-15,186.6431884765625,188.12236184083608,186.414864785386,186.4843631662735,53790500
2023-11-16,188.33084106445312,189.57175373642212,187.2785343944212,188.191859451107,54412900
2023-11-17,188.31097412109372,188.99596031021716,187.1991212621452,188.8669005505681,50922700
2023-11-20,190.0581817626953,190.51484429092645,188.4996033239707,188.50952517211448,46505100
2023-11-21,189.2540740966797,190.1276814709477,188.36062302598555,190.01848054916417,38134500
2023-11-22,189.919189453125,191.52740733771327,189.4426832554431,190.09788874466756,39617700
2023-11-24,188.5889434814453,189.5121752287953,187.874176578012,189.4823945368072,24048300
2023-11-27,188.4102478027344,189.28385517880056,187.52671857843467,188.5393075690696,40552600
2023-11-28,189.0157928466797,189.6908571482296,188.0230628104096,188.4003050715069,38415400
2023-11-29,187.99331665039065,190.693544056832,187.596230622092,189.51219267303125,43014200
2023-11-30,188.56907653808597,188.93639696992796,186.82187704243876,188.4598756228668,48794400
2023-12-01,189.8497009277344,190.1673666680402,187.85430382511623,188.94631294335792,45679300
2023-12-04,188.0528564453125,188.66835941071503,186.0872550795852,188.59886103241988,43389500
2023-12-05,192.01385498046875,192.9867262414063,188.7974039888969,188.82719982806023,66628400
2023-12-06,190.9218597412109,193.3441084564195,190.71337975554792,193.03636454966008,41089700
2023-12-07,192.8576812744141,193.5823700079149,192.18261692775607,192.22233461466143,47477700
2023-12-08,194.28721618652344,194.565179405056,192.26203828251843,192.7881840281593,53377300
2023-12-11,191.77560424804688,192.08336332058192,190.02840462687192,191.70612101402028,60943700
2023-12-12,193.29449462890625,193.3044164772001,190.32622602015357,191.6763396332624,52696900
2023-12-13,196.5208740234375,196.5605765657659,193.433482543182,193.67172809287345,70404200
2023-12-14,196.66976928710935,198.16878635020208,194.7339485373248,196.58042720970235,66831600
2023-12-15,196.13368225097656,196.95763485816647,195.56781885438525,196.093964566378,128256700
2023-12-18,194.4659118652344,195.2005376422613,192.97681661429397,194.66445486912104,55751900
2023-12-19,195.50827026367188,195.5181921115413,194.46590061872467,194.73394198979324,40714100
2023-12-20,193.41360473632807,196.2428763965629,193.41360473632807,195.46854814025792,52242800
2023-12-21,193.26467895507807,195.647240164928,192.09326476649224,194.67436895686495,46482500
2023-12-22,192.19253540039065,193.9893742892729,191.56711064871152,193.7610354812219,37122800
2023-12-26,191.6465606689453,192.48045036895263,191.42815882163003,192.20248713561688,28919300
2023-12-27,191.74581909179688,192.09328069742187,189.7007974418798,191.0906287165201,48087700
2023-12-28,192.17269897460935,193.24484932489415,191.76567598880632,192.72862541967717,34049900
2023-12-29,191.1303253173828,192.98672576072192,190.3361382062477,192.4903607097449,42628800
2024-01-02,184.2904357910156,187.07008341179335,182.5531579215121,185.78945295661444,82488700
2024-01-03,182.91050720214844,184.5286619910614,182.09646131024977,182.88072651321147,58414500
2024-01-04,180.5875396728516,181.7589539428833,179.5650288616003,180.82578520690032,71983600
2024-01-05,179.86285400390625,181.43136956938284,178.86020193485106,180.66697820637785,62303300
2024-01-08,184.21099853515625,184.2507162227342,180.18051667398524,180.76622380895435,59144500
2024-01-09,183.79405212402344,183.80397397190293,181.40156892129536,182.58292017691045,42841800
2024-01-10,184.83642578125,185.0448906262594,182.58292413922769,183.00980597306068,46792900
2024-01-11,184.2407684326172,185.6901609871056,182.2850890001184,185.18385896123664,49128400
2024-01-12,184.56837463378903,185.382420570264,183.84368591687615,184.7073562390581,40444700
2024-01-16,182.2950439453125,182.9204536449405,179.61466039771227,180.83572939974707,65603000
2024-01-17,181.35194396972656,181.6001265174065,178.98925641635856,179.95220591318565,47317400
2024-01-18,187.25868225097656,187.76496914507203,184.47903496158256,184.73713933247967,78005800
2024-01-19,190.16737365722656,190.55453778649465,187.4473029046773,187.9535897974558,68741000
2024-01-22,192.4804534912109,193.90998737033232,190.86229845472488,190.9020161446229,60133900
2024-01-23,193.76104736328125,194.3269107729025,192.4208708604592,193.602222064805,42355600
2024-01-24,193.08599853515625,194.9523359132993,192.92715808853583,193.99930838143555,53631300
2024-01-25,192.7584381103516,194.843177773292,191.70614642923644,193.80080794182177,54822100
2024-01-26,191.0211181640625,193.3441028913112,190.54461197208147,192.85767485186383,44594000
2024-01-29,190.33612060546875,190.80270492206984,188.2017571427803,190.6140837964833,47145600
2024-01-30,186.67295837402344,190.4056331853674,186.1071101028976,189.5518847070131,55859400
2024-01-31,183.0594482421875,185.73983197985604,183.00982384900644,185.68025544188865,55467800
2024-02-01,185.5015563964844,185.59089847447947,182.483663406168,182.6524257138898,64885400
2024-02-02,184.4989013671875,185.96813772334343,177.9468764270477,178.55244241438749,102518000
2024-02-05,186.31558227539065,187.87417583998956,184.48896248395175,186.782166645184,69668800
2024-02-06,187.9238128662109,187.9337347140823,185.4122068995574,185.50154897397763,43490800
2024-02-07,188.0330047607422,189.66108145721643,187.2388176812248,189.2540584961332,53439000
2024-02-08,186.950927734375,188.16204444280885,185.98797838719423,188.01314099648533,40962000
2024-02-09,187.71630859375,188.8494643803939,186.8714052160575,187.5174970927484,45155200
2024-02-12,186.02651977539065,187.53739935899367,185.66868027314752,187.288900125969,41781900
2024-02-13,183.9291839599609,185.09217370700773,182.4083698811328,184.6548126341336,56529500
2024-02-14,183.0445098876953,184.41623036442277,181.3447838047128,184.20749952407863,54630500
2024-02-15,182.7562561035156,183.3824789542038,180.26132954316023,182.4481195157763,65434500
2024-02-16,181.21556091308597,183.7403213725013,180.5794035441413,182.31889800876044,49701400
2024-02-20,180.47006225585935,181.33483464555084,178.91942962585208,180.69867728023533,53665600
2024-02-21,181.22552490234372,181.79209525720324,179.57548638259638,180.8478012209779,41529700
2024-02-22,183.26321411132807,183.8496838430312,181.3646914504941,182.3785574262725,52292200
2024-02-23,181.4243011474609,183.9291621764045,181.1360335803032,183.89934348562096,45119700
2024-02-26,180.07247924804688,181.66286516303876,179.56553112991756,181.1459977034405,40867400
2024-02-27,181.53366088867188,182.8159102315647,178.482083088638,180.0128468267154,54318900
2024-02-28,180.33090209960935,182.02069366799876,179.04865286943277,181.4143549983027,48953900
2024-02-29,179.6649169921875,181.4739984020405,178.45223971391368,180.18179956174367,136682600
2024-03-01,178.5814971923828,179.44626969271965,176.31518534052842,178.47215692026748,73488000
2024-03-04,174.04885864257812,175.838040881393,172.74670999766127,175.09254322615726,81510100
2024-03-05,169.0987548828125,171.00722719097524,168.60175641192043,169.73491231886675,95132400
2024-03-06,168.104736328125,170.21201988746688,167.6673753032203,170.03309257401145,68587700
2024-03-07,167.98545837402344,169.7050685827557,167.47852546870348,168.13455182641533,71765100
2024-03-08,169.70506286621094,172.65723446162582,167.92581533645617,167.98545271540405,76114600
2024-03-11,171.71295166015625,173.33317133974063,171.01715691552084,171.90181348381185,60139500
2024-03-12,172.1900634765625,172.98526395951052,169.98338934079592,172.11054191154895,59825400
2024-03-13,170.10269165039062,172.1503228051375,169.73490248954016,171.73284593382695,52488700
2024-03-14,171.96145629882812,173.26358975503445,171.0171623179081,171.87200022180366,72913500
2024-03-15,171.583740234375,171.583740234375,169.26772563447943,170.14244776104985,121664700
2024-03-18,172.67713928222656,176.64319229534289,172.4783429395777,174.51603957790343,75604200
2024-03-19,175.02297973632812,175.54979689128342,171.9912860926869,173.29341963294198,55215200
2024-03-20,177.59744262695312,177.59744262695312,174.03893153773305,174.6651545028455,53423100
2024-03-21,170.34124755859375,176.42451903095682,169.81443040365232,175.98715795881162,106181300
2024-03-22,171.24578857421875,172.0111704512642,169.0391141931604,170.7289059277682,71106600
2024-03-25,169.82437133789062,170.90782428626645,168.43276661931924,169.54605342761408,54288300
2024-03-26,168.6912384033203,170.39096478835648,168.56201393916072,168.97949086122557,57388400
2024-03-27,172.2695770263672,172.55784458202757,169.0887904097557,169.38699247288517,60273300
2024-03-28,170.45059204101562,171.19608975046205,169.48641379008976,170.71897546322947,65672700
2024-04-01,169.00929260253906,170.22197004043582,168.46259127116116,170.16233265286536,46240500
2024-04-02,167.826416015625,168.32341441545842,167.2200773611407,168.06498070773253,49329500
2024-04-03,168.63156127929688,169.6553768320082,167.56799252573734,167.7767233727702,47691700
2024-04-04,167.8065643310547,170.88794562795422,167.8065643310547,169.2677258236611,53704400
2024-04-05,168.56198120117188,169.3671161921521,167.93575835610383,168.57191570910442,42055200
2024-04-08,167.43878173828125,168.1842794442996,167.23005087422234,168.01530178433154,37425500
2024-04-09,168.6514434814453,169.05898582949538,167.33937552823474,167.68726532493085,42451200
2024-04-10,166.77279663085938,168.0749301271986,166.1068205360595,167.78667770328389,49709300
2024-04-11,173.98919677734375,174.40668878905643,167.15050896636146,167.32942111379162,91070300
2024-04-12,175.4901580810547,177.28929006742356,173.16420894399843,173.21389665591337,101593300
2024-04-15,171.6533203125,175.56967037066977,171.46445848220424,174.30729011068368,73531800
2024-04-16,168.36318969726562,172.71688554496447,167.2598525976239,170.71895735574867,73711200
2024-04-17,166.99147033691406,169.62555591523414,166.99147033691406,168.59180586766368,50901200
2024-04-18,166.0372314453125,167.62763251332663,165.55018268321453,167.02129381245496,43122900
2024-04-19,164.0094757080078,165.40106519259456,163.0950004513954,165.21221853676252,67772100
2024-04-22,164.84442138671875,166.25589498596477,163.7808527253039,164.52635030592455,48116400
2024-04-23,165.89805603027344,166.04716464714997,163.9299466584378,164.35737315952596,49537800
2024-04-24,168.00535583496094,168.2836737462142,165.21222704669103,165.540232667877,48251800
2024-04-25,168.87013244628906,169.58581142644354,167.14057238305094,168.51229295621184,50558300
2024-04-26,168.28367614746094,170.31142312512412,168.16438620722982,168.8601961624801,44838400
2024-04-29,172.4584503173828,174.97326108846298,172.06085765153782,172.3292258757486,68169400
2024-04-30,169.3074951171875,173.93952434742974,168.97947431756717,172.2894858404387,65934800
2024-05-01,168.28367614746094,171.6732091751753,168.0948143120181,168.56199406268553,50383100
2024-05-02,171.9912567138672,172.37891484029896,169.8641042721567,171.4743741562292,94214900
2024-05-03,182.27914428710935,185.8774079729792,181.56346535319665,185.52950301417596,163224100
2024-05-06,180.6191864013672,183.0942290168702,179.33692188523904,181.2553438213473,78569700
2024-05-07,181.3050079345703,183.78999990279183,180.23150475142344,182.3487075946608,77305800
2024-05-08,181.64300537109372,181.9710261797228,180.360740831254,181.75234564063675,45057100
2024-05-09,183.4620056152344,183.55146169147775,181.0167666942637,181.46406224266897,48983000
2024-05-10,182.1979217529297,184.22841905381327,181.2822060927068,184.039301056681,50759500
2024-05-13,185.4128875732422,186.22907786103977,183.76061103045285,184.57680131825043,72044800
2024-05-14,186.5575256347656,187.4234862033045,185.42283282321628,186.637155065652,52393600
2024-05-15,188.8368682861328,189.76253191302305,186.49780129168897,187.03529613574696,70400000
2024-05-16,188.9563140869141,190.21045865928463,188.7771592552961,189.58338637309936,52845200
2024-05-17,188.98617553710935,189.9218023921439,188.2993849653176,188.62785068172937,41282900
2024-05-20,190.15072631835935,191.02663488992152,188.1301769262196,188.44869465688268,44361300
2024-05-21,191.4546356201172,191.83285642957057,190.0312842327525,190.2004910768324,42309400
2024-05-22,190.01138305664065,191.92245910983817,189.38432593982927,191.37501623979523,34648500
2024-05-23,186.0100860595703,190.1109027670272,185.76124979940408,190.09099161364105,51005900
2024-05-24,189.0956573486328,189.6928704821682,187.16468542966413,187.94106857836448,36294600
2024-05-28,189.10562133789065,192.10160462638697,188.219764804896,190.61853495727323,52280100
2024-05-29,189.4042053222656,191.35508832801628,188.62783738828333,188.7273779696699,53068000
2024-05-30,190.39956665039065,191.2854232244703,189.7426503955058,189.8720349370489,49947900
2024-05-31,191.3551025390625,191.67362027294612,189.02599856414395,190.5488754083416,75158300
2024-06-03,193.12680053710935,194.0823384761381,191.62383496596823,192.0020557606219,50080500
2024-06-04,193.44532775878903,194.41081372828987,192.13146492648488,193.73397115741048,47471400
2024-06-05,194.95823669433597,195.9834409155792,193.9628916105844,194.49042328995185,54156800
2024-06-06,193.5746917724609,195.58529292944823,193.26613725182492,194.77906590771957,41181800
2024-06-07,195.97349548339844,196.02326577578603,193.23629646745044,193.7439169991778,53103900
2024-06-10,192.2210235595703,196.3815736009198,191.25553768440523,195.9834264840809,97262100
2024-06-11,206.1857147216797,206.1956778920413,192.7286609927464,192.74855695795011,172373300
2024-06-12,212.0782012939453,219.1750019825869,205.9369082694312,206.4047217113344,198134300
2024-06-13,213.24273681640625,215.7410475161272,210.61502639534652,213.74040935969603,97862700
2024-06-14,211.50086975097656,214.1683871268572,210.31640674162668,212.8545395919822,70122700
2024-06-17,215.66140747070312,217.93079294137289,211.7297976098,212.3767658091253,93728300
2024-06-18,213.29248046875,217.6122894552709,212.008492058615,216.5771221156608,79943300
2024-06-20,208.70394897460935,213.2427352947433,207.8778259238728,212.93416556238657,86172500
2024-06-21,206.524169921875,210.9036824915187,206.14593390610847,209.41066477171813,246421400
2024-06-24,207.17111206054688,211.7098829262021,205.6283242404664,206.75306897426384,80727000
2024-06-25,208.0968017578125,210.3960464470149,207.6389363414956,208.1764159984445,56713900
2024-06-26,212.25733947753903,213.8598456726642,209.65948819693892,210.51548557795783,66213200
2024-06-27,213.1033935546875,214.7357589232,211.36153961685807,213.69064352295015,49772700
2024-06-28,209.6395721435547,215.0642148828325,209.3210696212814,214.76560832661605,82542700
2024-07-01,215.7410430908203,216.4974998735104,210.933524598722,211.10273143743845,60402900
2024-07-02,219.24464416503903,219.35413272093265,214.09871241355896,215.14381249791867,58046200
2024-07-03,220.51870727539065,220.51870727539065,218.01043340115496,218.9759193514984,37369800
2024-07-05,225.2863922119141,225.3958807735831,220.618221554563,220.618221554563,60412400
2024-07-08,226.759521484375,226.78938062149984,222.21078721739227,226.03290864697604,59085900
2024-07-09,227.61550903320312,228.33215871662,225.3162642938077,226.8690002119573,48076100
2024-07-10,231.8954925537109,231.9950331368443,228.1828596567971,228.23262994836375,62627700
2024-07-11,226.5106964111328,231.30825199534104,224.7190721562944,230.3129068746265,64710600
2024-07-12,229.46685791015625,231.55708874298097,227.6155153743793,227.8544036714271,53046500
2024-07-15,233.3088836669922,236.12571210202407,232.00498402552307,235.3792032824568,62631300
2024-07-16,233.72694396972656,235.17019132901208,231.2485291999769,233.90609879782943,43234300
2024-07-17,227.8145904541016,230.38258262455565,225.58501197125685,228.38192926123955,57345900
2024-07-18,223.13645935058597,229.3673294560276,221.23536173419896,229.20807059344992,66034600
2024-07-19,223.26583862304688,225.74425318618756,222.24063446922685,223.773474302542,49151500
2024-07-22,222.91749572753903,226.7197061195605,222.0515351611177,225.953286138444,48201800
2024-07-23,223.96258544921875,225.88360930378687,221.64342964759248,223.3255652212696,39960300
2024-07-24,217.522705078125,223.75357494115903,216.1192800710717,222.9572958470105,61777600
2024-07-25,216.4776153564453,219.8219755631398,213.620964537798,217.9108995698048,51391200
2024-07-26,216.94541931152344,218.4682960618276,215.0044842643322,217.6819649471348,41601300
2024-07-29,217.22412109375,218.27918447457571,214.745706315722,215.95008057489312,36311800
2024-07-30,217.78152465820312,219.30440154226625,215.11399172426283,218.16970866418467,41643800
2024-07-31,221.0462188720703,222.7781246353508,219.60297166321624,220.40919868116703,50036300
2024-08-01,217.3435516357422,223.43505864730557,216.0097928775357,223.3255700813178,62501000
2024-08-02,218.83657836914065,224.54986481713928,216.69659243938972,218.12987665236412,105568600
2024-08-05,208.2958831787109,212.5061888982195,195.0876488245949,198.1632616839607,119548600
2024-08-06,206.2653350830078,209.01249693638889,200.1340215747604,204.34432656983304,69660500
2024-08-07,208.8433074951172,212.64551772150756,205.42926604632788,205.93688655864332,63516400
2024-08-08,212.3170623779297,213.2029189157903,207.85792055043288,212.1179963940502,47161100
2024-08-09,215.23342895507807,215.77090862412464,210.9833011439981,211.1127008665185,42201600
2024-08-12,216.76803588867188,218.7410960979999,214.8448035806853,215.31315848368172,38028100
2024-08-13,220.49493408203125,221.11275746457665,218.2428407360094,218.2428407360094,44155300
2024-08-14,220.943359375,222.24876826808693,218.93043078284688,219.7973936824548,41960600
2024-08-15,223.93284606933597,224.56064415441705,221.97970491871703,223.813271274212,46414000
2024-08-16,225.25819396972656,226.0354605653956,222.86659157853387,223.1356500786779,44340200
2024-08-19,225.09873962402344,225.19839542072492,222.2587166767679,224.92933693390268,40687800
2024-08-20,225.7165679931641,226.3742597731608,224.6602834282033,224.9791698204466,30299000
2024-08-21,225.60696411132807,227.18143154067607,224.26170199000447,225.7265541171402,34765500
2024-08-22,223.74351501464844,227.5401669123529,223.11571691317772,226.9920904114928,43695300
2024-08-23,226.04542541503903,227.42059644239848,223.5442228703079,224.86956599566977,38677300
2024-08-26,226.3842315673828,226.48388737170689,223.1057623977585,225.9657045588355,30602200
2024-08-27,227.23126220703125,228.0483972344343,224.1022615121284,225.208374045966,35934600
2024-08-28,225.6966552734375,229.05484595642545,224.88947977262964,227.12163896438045,38052200
2024-08-29,228.98507690429688,232.1041178971272,228.07827604001008,229.294003797999,51906300
2024-08-30,228.1978454589844,229.5929353752877,226.68316554604095,229.3836794905121,52990800
2024-09-03,221.9896697998047,228.19784265919515,220.39526831044307,227.7494219919808,50190600
2024-09-04,220.07640075683597,221.0031358039712,216.71819503548093,220.8835610121704,43840200
2024-09-05,221.60104370117188,224.6901757794695,220.744055533832,220.85367082984084,36615400
2024-09-06,220.0465087890625,224.4510243839852,219.00018373655976,223.16553454066076,48423000
2024-09-09,220.13619995117188,220.49493955114087,215.95091475509392,220.0465188525148,67180000
2024-09-10,219.3389892578125,220.70418549359823,215.97082401031443,218.15315521125123,51591000
2024-09-11,221.88006591796875,222.3085524071335,217.126770108234,220.6842723421212,44587100
2024-09-12,221.9896697998047,222.7669363444001,219.0500063088,221.72061131734023,37498200
2024-09-13,221.7206268310547,223.25522582753555,221.1326971327844,222.7968456308755,36766600
2024-09-16,215.56228637695312,216.45912779468063,213.1706839207783,215.7815017768951,59357400
2024-09-17,216.03060913085935,216.1402244248995,213.7486373617293,214.9942587915762,45519300
2024-09-18,219.9169769287109,221.92990559819444,216.77800151948543,216.7879762232403,59894900
2024-09-19,228.0683135986328,229.01499812075548,223.84317512238368,224.20191472936156,66781300
2024-09-20,227.4006500244141,232.27352055331795,226.82267984404157,229.1644542640561,318679900
2024-09-23,225.67672729492188,228.64628476177805,225.01903547850176,226.54367501316776,54146000
2024-09-24,226.57354736328125,228.5466226266176,224.93929267987525,227.8490624720206,43556100
2024-09-25,225.5770568847656,226.49383244586693,223.2352976856936,224.1420985437932,42308700
2024-09-26,226.72303771972656,227.69960067739044,224.62042810744603,226.5038071284677,36636700
2024-09-27,226.99208068847656,228.71603171782343,226.50380681299467,227.6597471643239,34026000
2024-09-30,232.1838531494141,232.1838531494141,228.84558136749,229.23421467656505,54541900
2024-10-01,225.41763305664065,228.8455705723828,222.9562838134916,228.7160362790288,63285000
2024-10-02,225.98562622070312,226.573555899704,222.2388023482828,225.09874435066007,32880600
2024-10-03,224.8795166015625,226.01552277761735,222.53775735368689,224.3513743130228,34044200
